URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
141704,27,19,8,,,,,,,,,,,,,,,2017
135376,4,,,,,,,,,,,,,,,,,2017
139211,185,95,90,-0.15,-0.5,0.23,42.7,39.4,46.3,41%,19%,,,,10%,,,2017
140979,218,106,112,-0.28,-0.41,-0.15,46.8,46.5,47.2,43%,63%,,,,18%,,,2017
106965,16,13,3,,,,0.3,,,0%,0%,,,,0%,,,2017
136404,383,189,194,0.17,0.01,0.34,47.1,45.3,48.9,33%,49%,,,,24%,,,2017
106651,175,91,84,-0.4,-0.74,-0.03,43,40.1,46.1,41%,21%,,,,15%,,,2017
136403,213,105,108,-0.88,-1.06,-0.7,37.1,34.6,39.5,21%,10%,,,,5%,,,2017
141563,13,12,1,-1.82,,,11.8,,,0%,0%,,,,0%,,,2017
131749,154,72,82,-0.15,-0.19,-0.12,40.2,37.6,42.5,28%,28%,,,,12%,,,2017
106659,5,,,,,,,,,,,,,,,,,2017
135896,122,52,70,0.04,-0.09,0.13,45.2,44,46.1,40%,38%,,,,20%,,,2017
106653,267,138,129,0.12,-0.16,0.41,53.5,50.4,56.9,62%,34%,,,,25%,,,2017
135546,5,,,,,,,,,,,,,,,,,2017
135942,107,42,65,-0.03,-0.25,0.11,43.9,42,45.2,32%,29%,,,,17%,,,2017
137842,287,135,152,0.16,0.11,0.2,47.1,46.1,48.1,38%,12%,,,,8%,,,2017
106818,6,6,0,,,,8.2,8.2,,0%,0%,,,,0%,,,2017
137899,223,119,104,0.48,0.28,0.72,52.4,50.6,54.5,52%,21%,,,,12%,,,2017
106814,3,,,,,,,,,,,,,,,,,2017
137066,110,44,66,-0.35,-0.46,-0.28,41.1,42.4,40.3,24%,9%,,,,7%,,,2017
135963,184,97,87,-0.08,-0.38,0.25,44,40.1,48.4,44%,19%,,,,14%,,,2017
138314,113,53,60,-0.21,-0.37,-0.06,43.7,41,46.1,29%,8%,,,,2%,,,2017
137472,153,80,73,-0.1,-0.2,0.01,44,42.6,45.5,33%,20%,,,,14%,,,2017
106817,2,,,,,,,,,,,,,,,,,2017
140816,22,18,4,,,,,,,,,,,,,,,2017
106812,59,29,30,,,,64.5,63.8,65.2,80%,61%,,,,61%,,,2017
139301,156,80,76,-0.6,-0.85,-0.35,43,40.4,45.8,37%,40%,,,,16%,,,2017
136675,99,54,45,0.76,0.76,0.77,48.6,47.7,49.7,41%,31%,,,,23%,,,2017
143916,,,,,,,,,,,,,,,,,,2017
140865,269,145,124,-0.11,-0.37,0.18,46.2,43.4,49.5,44%,58%,,,,36%,,,2017
135545,20,9,11,-1.69,-1.98,-1.43,0.3,0.2,0.4,0%,0%,,,,0%,,,2017
141354,130,66,64,-1.17,-1.55,-0.78,28.9,24.1,33.9,15%,25%,,,,4%,,,2017
140964,,,,,,,,,,,,,,,,,,2017
135548,15,11,4,,,,,,,,,,,,,,,2017
143938,224,115,109,0.36,0.15,0.57,45.2,42.2,48.3,48%,13%,,,,9%,,,2017
144364,,,,,,,,,,,,,,,,,,2017
144346,,,,,,,,,,,,,,,,,,2017
138116,106,56,50,-0.16,-0.28,-0.03,41.9,40.2,43.8,28%,13%,,,,8%,,,2017
135547,12,7,5,,,,,,,,,,,,,,,2017
140177,159,89,70,-1.22,-1.21,-1.24,31.8,33.3,30,21%,20%,,,,5%,,,2017
135007,212,105,107,-0.6,-0.74,-0.45,41.7,39.4,44,35%,17%,,,,9%,,,2017
136672,179,91,88,0.09,-0.14,0.33,52,52,51.9,62%,58%,,,,42%,,,2017
135544,2,,,,,,,,,,,,,,,,,2017
137603,233,127,106,-0.3,-0.49,-0.08,47.1,43.9,51,48%,20%,,,,13%,,,2017
140646,303,158,145,0.57,0.32,0.83,50.3,46.1,55,50%,46%,,,,19%,,,2017
106947,158,82,76,0.07,-0.05,0.2,37.1,35.7,38.5,23%,6%,,,,4%,,,2017
142797,6,5,1,,,,,,,,,,,,,,,2017
138329,137,78,59,0,-0.31,0.4,48.1,43.5,54.1,44%,30%,,,,16%,,,2017
141853,217,112,105,0.23,0.13,0.33,44.2,42,46.6,36%,13%,,,,11%,,,2017
140459,194,83,111,-0.03,-0.39,0.24,47.7,45.2,49.6,37%,24%,,,,15%,,,2017
139992,155,76,79,0.42,0.34,0.49,45.1,44.4,45.7,32%,9%,,,,3%,,,2017
140553,151,71,80,-0.09,-0.11,-0.07,44.3,43.4,45.2,40%,5%,,,,2%,,,2017
136331,245,114,131,-0.01,-0.14,0.09,47.1,45.7,48.3,42%,18%,,,,14%,,,2017
141730,174,82,92,-0.29,-0.46,-0.13,41.9,39.9,43.7,25%,18%,,,,7%,,,2017
143141,,,,,,,,,,,,,,,,,,2017
106954,282,140,142,0.07,-0.13,0.27,47.1,45.1,49.1,41%,70%,,,,35%,,,2017
106966,14,8,6,-1.62,-1.82,-1.37,2.1,3.7,0,0%,0%,,,,0%,,,2017
136042,138,79,59,-0.01,-0.16,0.2,44.9,43.8,46.3,35%,37%,,,,22%,,,2017
106959,134,65,69,0.07,-0.02,0.16,43.6,42.2,45,35%,30%,,,,19%,,,2017
106962,130,59,71,-0.25,-0.48,-0.06,45.6,40.9,49.6,39%,35%,,,,14%,,,2017
142795,6,2,4,,,,,,,,,,,,,,,2017
136718,249,136,113,0.18,0.03,0.36,50.6,49.3,52.2,43%,67%,,,,28%,,,2017
106970,18,14,4,-1.48,,,0.1,,,0%,0%,,,,0%,,,2017
106969,11,8,3,-1.42,,,1.8,,,0%,0%,,,,0%,,,2017
134466,14,4,10,,,,55.5,,,50%,79%,,,,50%,,,2017
142768,12,7,5,-1.29,,,1.4,,,0%,0%,,,,0%,,,2017
140254,82,39,43,-0.39,-0.61,-0.2,36.4,34.1,38.5,20%,0%,,,,0%,,,2017
136301,210,109,101,0.16,0,0.34,48.7,47.3,50.2,41%,10%,,,,7%,,,2017
107139,240,129,111,0.28,0.15,0.43,53.3,51.7,55.3,68%,70%,,,,45%,,,2017
140479,6,1,5,,,,64.5,,,100%,100%,,,,33%,,,2017
135934,140,69,71,-0.19,-0.25,-0.13,33,32.3,33.6,21%,26%,,,,6%,,,2017
139101,182,90,92,-0.61,-0.88,-0.35,45.1,42.7,47.5,41%,29%,,,,17%,,,2017
126712,13,12,1,-2.07,,,5.3,,,0%,0%,,,,0%,,,2017
107168,4,,,,,,,,,,,,,,,,,2017
107163,64,64,,,,,67.7,67.7,,88%,84%,,,,75%,,,2017
107146,219,112,107,-0.33,-0.49,-0.16,41.4,39.9,43.1,25%,50%,,,,10%,,,2017
135287,31,15,16,,,,,,,,,,,,,,,2017
107162,30,16,14,,,,62,60.8,63.4,73%,60%,,,,47%,,,2017
107143,174,84,90,-0.39,-0.68,-0.11,43.8,40.7,46.8,38%,20%,,,,13%,,,2017
138925,190,88,102,0.2,0.24,0.16,39.8,40,39.7,24%,35%,,,,12%,,,2017
142912,6,1,5,,,,,,,,,,,,,,,2017
136936,6,5,1,,,,,,,,,,,,,,,2017
107166,129,,129,,,,43.6,,43.6,0%,0%,,,,0%,,,2017
138069,220,137,83,0.61,0.59,0.63,56.6,56.4,56.9,68%,60%,,,,43%,,,2017
140415,181,87,94,0.3,0,0.59,47.4,44.7,49.9,48%,21%,,,,15%,,,2017
107169,22,17,5,-1.66,,,1.6,,,0%,0%,,,,0%,,,2017
135815,2,,,,,,,,,,,,,,,,,2017
107178,29,16,13,,,,,,,,,,,,,,,2017
126705,13,8,5,-2.74,,,7,,,0%,0%,,,,0%,,,2017
141495,194,95,99,0.78,0.56,0.98,47.2,45.3,49.1,30%,9%,,,,3%,,,2017
107140,218,118,100,0.03,-0.25,0.37,47.2,44.3,50.6,44%,60%,,,,27%,,,2017
139695,86,62,24,-1.18,-1.19,-1.16,33.2,32.5,35.2,22%,7%,,,,0%,,,2017
134574,2,,,,,,,,,,,,,,,,,2017
137400,165,88,77,-0.9,-0.99,-0.78,37.5,35.7,39.6,34%,19%,,,,8%,,,2017
138841,189,100,89,0.53,0.26,0.84,55.3,52,59.1,60%,41%,,,,37%,,,2017
139856,137,60,77,0.31,0.14,0.45,39.9,39.1,40.5,34%,11%,,,,5%,,,2017
140394,,,,,,,,,,,,,,,,,,2017
140809,334,163,171,0.01,-0.18,0.19,45.7,44,47.3,38%,66%,,,,25%,,,2017
137568,16,,16,,,,46.6,,46.6,56%,0%,,,,0%,,,2017
140547,206,117,89,-0.21,-0.48,0.14,44.4,40.3,49.9,40%,22%,,,,16%,,,2017
131122,7,,7,,,,50,,50,71%,0%,,,,0%,,,2017
139167,176,90,86,0.43,0.31,0.55,54.1,52,56.3,59%,74%,,,,44%,,,2017
138545,316,155,161,-0.34,-0.56,-0.13,42.3,39.2,45.2,32%,70%,,,,21%,,,2017
131895,140,70,70,0.94,0.98,0.91,49,49.8,48.3,34%,24%,,,,14%,,,2017
139334,163,84,79,0.15,-0.14,0.46,42.1,39.8,44.6,28%,17%,,,,12%,,,2017
138337,198,95,103,0.01,-0.14,0.14,46.2,44.2,48.1,40%,79%,,,,27%,,,2017
138361,208,113,95,0.19,0.08,0.33,55.3,52.1,59,65%,75%,,,,43%,,,2017
140821,165,85,80,0.84,0.72,0.95,49,46.9,51.3,38%,13%,,,,5%,,,2017
131896,135,65,70,0.65,0.64,0.66,46.4,45.9,46.8,31%,4%,,,,3%,,,2017
142605,1,,,,,,,,,,,,,,,,,2017
107135,240,118,122,-0.24,-0.41,-0.06,41.7,40.1,43.2,31%,27%,,,,14%,,,2017
138414,162,79,83,-0.57,-0.72,-0.43,33.6,29.6,37.5,17%,1%,,,,0%,,,2017
107442,246,137,109,-0.42,-0.51,-0.3,39.5,36.9,42.7,24%,34%,,,,17%,,,2017
139982,288,161,127,-0.31,-0.56,0,36.1,34.6,38.1,19%,6%,,,,2%,,,2017
138251,111,60,51,1.22,1.24,1.2,58.1,57.6,58.8,70%,82%,,,,49%,,,2017
135866,225,144,81,0.28,0.18,0.46,41.8,40.8,43.5,34%,26%,,,,9%,,,2017
139978,26,17,9,,,,,,,,,,,,,,,2017
130909,166,87,79,0.42,0.16,0.7,51.3,48.3,54.6,54%,66%,,,,28%,,,2017
135229,12,9,3,-1.66,,,0.1,,,0%,0%,,,,0%,,,2017
134140,12,12,,,,,50.9,50.9,,25%,0%,,,,0%,,,2017
143114,,,,,,,,,,,,,,,,,,2017
107455,126,76,50,,,,28.1,27.7,28.8,0%,0%,,,,0%,,,2017
107439,288,153,135,0.15,-0.06,0.4,48.2,45.1,51.8,50%,58%,,,,35%,,,2017
142681,167,77,90,-0.17,-0.51,0.12,35.7,32.9,38.1,34%,65%,,,,19%,,,2017
135865,143,74,69,-0.3,-0.6,0.01,41.5,38.2,45,31%,38%,,,,15%,,,2017
107428,151,61,90,-0.26,-0.54,-0.06,39.1,38.1,39.9,27%,57%,,,,22%,,,2017
140204,97,,97,0.61,,0.61,49.9,,49.9,46%,60%,,,,36%,,,2017
136189,19,19,,,,,46.5,46.5,,37%,95%,,,,26%,,,2017
137785,11,10,1,,,,1.7,,,0%,0%,,,,0%,,,2017
107460,65,,65,,,,39.1,,39.1,0%,0%,,,,0%,,,2017
130245,34,17,17,,,,39.7,36.8,42.5,15%,0%,,,,0%,,,2017
142590,215,107,108,0.23,-0.01,0.48,46.6,44.7,48.4,29%,33%,,,,15%,,,2017
132217,179,81,98,-0.13,-0.4,0.09,46.6,41.4,50.9,46%,16%,,,,11%,,,2017
135367,203,111,92,-0.04,-0.22,0.18,40.8,38.1,44,27%,7%,,,,1%,,,2017
143112,254,118,136,-0.45,-0.64,-0.29,38.2,36.3,39.8,18%,25%,,,,3%,,,2017
107395,231,122,109,0.02,-0.14,0.21,45,43.1,47.1,36%,42%,,,,22%,,,2017
141603,3,,,,,,,,,,,,,,,,,2017
140566,19,17,2,,,,,,,,,,,,,,,2017
136905,242,139,103,0.31,0.14,0.52,56.8,55.3,58.7,64%,43%,,,,33%,,,2017
142031,63,63,0,-0.23,-0.23,,32.1,32.1,,27%,6%,,,,2%,,,2017
135861,6,3,3,,,,,,,,,,,,,,,2017
139995,136,84,52,0.16,-0.02,0.44,37.5,34.5,42.3,24%,23%,,,,10%,,,2017
141002,,,,,,,,,,,,,,,,,,2017
107413,227,115,112,0.48,0.23,0.75,40.1,38,42.3,35%,9%,,,,7%,,,2017
134587,19,0,19,,,,52.6,,52.6,58%,0%,,,,0%,,,2017
107366,213,104,109,-0.56,-0.77,-0.36,33.3,29,37.5,19%,38%,,,,7%,,,2017
107440,254,126,128,-0.51,-0.51,-0.51,35.1,32.7,37.4,27%,12%,,,,7%,,,2017
139474,,,,,,,,,,,,,,,,,,2017
139977,18,9,9,,,,,,,,,,,,,,,2017
138087,177,,177,0.37,,0.37,42.4,,42.4,33%,59%,,,,22%,,,2017
140569,324,157,167,0.22,-0.04,0.46,45.7,41.8,49.4,39%,31%,,,,18%,,,2017
140429,,,,,,,,,,,,,,,,,,2017
136198,100,48,52,0.02,-0.17,0.19,36.8,35.4,38.2,30%,13%,,,,5%,,,2017
137277,160,98,62,0.88,0.68,1.18,53.6,52.4,55.6,58%,78%,,,,48%,,,2017
143533,,,,,,,,,,,,,,,,,,2017
139975,261,156,105,0.12,0.02,0.28,47.8,46.4,49.9,49%,49%,,,,26%,,,2017
137576,91,48,43,0.09,0.02,0.17,37,35.7,38.5,20%,15%,,,,2%,,,2017
142825,246,123,123,-0.18,-0.37,0.01,40.5,38.2,42.8,28%,55%,,,,24%,,,2017
138099,13,12,1,-1.55,,,16.5,,,0%,0%,,,,0%,,,2017
142761,,,,,,,,,,,,,,,,,,2017
136962,95,,95,1,,1,51.9,,51.9,49%,33%,,,,16%,,,2017
134429,25,7,18,,,,0.9,3.3,0,0%,0%,,,,0%,,,2017
134427,13,10,3,,,,2.8,,,0%,0%,,,,0%,,,2017
107461,10,5,5,,,,33.3,,,0%,0%,,,,0%,,,2017
143113,159,74,85,-0.54,-0.66,-0.42,37.2,35.7,38.6,33%,5%,,,,3%,,,2017
107562,221,104,117,0.19,0.22,0.17,49.7,50.2,49.3,42%,24%,,,,12%,,,2017
107586,7,4,3,,,,37.5,,,29%,29%,,,,14%,,,2017
107589,14,14,,-2.07,-2.07,,6.2,6.2,,0%,0%,,,,0%,,,2017
141307,235,122,113,-0.1,-0.31,0.14,46.6,44.4,48.9,35%,24%,,,,14%,,,2017
137036,249,132,117,-0.23,-0.43,0,42.5,40.4,45,28%,14%,,,,8%,,,2017
137521,278,151,127,-0.18,-0.5,0.19,46,42.6,50.1,40%,16%,,,,8%,,,2017
107583,50,32,18,,,,49.6,47.9,52.5,50%,52%,,,,40%,,,2017
107588,19,13,6,,,,,,,,,,,,,,,2017
136094,272,117,155,0.67,0.36,0.89,50.6,48.8,52,47%,33%,,,,25%,,,2017
140326,163,90,73,0.41,0.13,0.74,46,41.3,51.9,34%,20%,,,,11%,,,2017
131960,12,12,0,,,,2.3,2.3,,0%,0%,,,,0%,,,2017
107561,65,29,36,-1.25,-1.16,-1.31,26.3,25.7,26.8,6%,20%,,,,3%,,,2017
107564,87,41,46,-0.15,-0.16,-0.14,44.2,43.6,44.8,36%,16%,,,,9%,,,2017
138441,3,,,,,,,,,,,,,,,,,2017
136604,217,110,107,-0.06,-0.34,0.23,47.5,44.2,50.8,42%,29%,,,,23%,,,2017
136788,155,89,66,-0.09,-0.3,0.18,64.4,62.7,66.6,92%,70%,,,,62%,,,2017
139182,154,82,72,0.2,0.01,0.4,69.5,67.4,71.8,95%,84%,,,,72%,,,2017
137444,232,118,114,0.28,0.22,0.35,50,49.8,50.2,56%,33%,,,,26%,,,2017
107585,20,12,8,,,,50.5,52.2,47.9,30%,5%,,,,5%,,,2017
107563,130,67,63,-0.47,-0.59,-0.35,35.7,32.4,39.2,25%,65%,,,,20%,,,2017
107797,19,13,6,-1.39,,,1.6,1.8,1.1,0%,0%,,,,0%,,,2017
107794,18,,18,,,,49.8,,49.8,39%,61%,,,,28%,,,2017
140660,234,134,100,0.02,-0.1,0.17,46.5,46.1,47.1,47%,59%,,,,24%,,,2017
143227,7,7,0,-2.92,-2.92,,4.7,4.7,,0%,0%,,,,0%,,,2017
107786,38,19,19,,,,56.1,53.7,58.6,74%,53%,,,,32%,,,2017
107780,220,98,122,-0.28,-0.64,0,41.1,37.3,44.1,29%,21%,,,,9%,,,2017
141470,191,93,98,-0.45,-0.71,-0.21,41.7,38.6,44.8,38%,12%,,,,6%,,,2017
107793,4,,,,,,,,,,,,,,,,,2017
107791,16,16,,,,,51,51,,44%,0%,,,,0%,,,2017
137487,105,59,46,0.23,-0.14,0.71,50.9,47.2,55.7,50%,50%,,,,30%,,,2017
142330,5,,,,,,,,,,,,,,,,,2017
137424,185,,185,0.38,,0.38,46.8,,46.8,47%,51%,,,,27%,,,2017
138959,141,84,57,0.3,0.21,0.42,45.1,42.1,49.5,26%,22%,,,,11%,,,2017
137352,331,173,158,0.34,-0.02,0.75,46.8,42.7,51.3,51%,62%,,,,31%,,,2017
142420,4,,,,,,,,,,,,,,,,,2017
107763,221,111,110,0.17,-0.08,0.43,49.3,46.8,51.9,50%,19%,,,,14%,,,2017
107755,166,76,90,-0.69,-0.9,-0.51,37,35.4,38.2,24%,16%,,,,9%,,,2017
136674,217,101,116,-0.06,-0.42,0.25,49.7,46.5,52.5,48%,30%,,,,22%,,,2017
138706,175,92,83,0.03,-0.21,0.3,48.2,44,52.9,45%,25%,,,,18%,,,2017
107795,1,,,,,,,,,,,,,,,,,2017
107756,88,39,49,-0.05,0,-0.1,43.1,39.7,45.9,33%,1%,,,,0%,,,2017
107782,122,58,64,-0.11,-0.32,0.09,44.4,42.8,45.9,39%,20%,,,,15%,,,2017
137399,169,86,83,-0.04,-0.15,0.07,49,45.9,52.2,47%,82%,,,,36%,,,2017
107778,160,96,64,-0.05,-0.23,0.21,39.8,36.1,45.4,21%,3%,,,,2%,,,2017
107758,48,31,17,-0.93,-1.2,-0.43,33.3,29.2,40.8,19%,40%,,,,10%,,,2017
139076,88,45,43,0.3,0.37,0.22,48.6,47.2,50.1,49%,19%,,,,17%,,,2017
107769,259,133,126,0.01,-0.13,0.15,51,50,52,58%,35%,,,,23%,,,2017
107792,40,,40,,,,50,,50,45%,73%,,,,25%,,,2017
107802,8,5,3,,,,,,,,,,,,,,,2017
107775,176,98,78,0.15,-0.09,0.46,40.4,38.3,42.9,21%,20%,,,,5%,,,2017
107761,115,61,54,-0.45,-0.71,-0.17,39.3,36.1,42.9,30%,45%,,,,17%,,,2017
107799,27,18,9,-1.45,-1.49,-1.38,1,0.8,1.6,0%,0%,,,,0%,,,2017
107801,12,4,8,,,,,,,,,,,,,,,2017
137500,168,84,84,0.33,0.21,0.47,40.5,38.9,42.2,35%,18%,,,,8%,,,2017
136283,159,86,73,0.42,0.15,0.74,72.6,68.8,77,97%,87%,,,,71%,,,2017
142406,102,102,,-0.05,-0.05,,40.1,40.1,,17%,15%,,,,0%,,,2017
136502,109,56,53,0.09,-0.05,0.24,38.9,36,42,19%,12%,,,,7%,,,2017
132732,17,13,4,,,,6.9,,,0%,0%,,,,0%,,,2017
138111,96,61,35,0.77,0.46,1.28,56.8,53.3,63,59%,45%,,,,35%,,,2017
137869,255,127,128,-0.4,-0.65,-0.16,45.9,43.7,48.2,47%,40%,,,,20%,,,2017
108113,223,114,109,,,,45.3,43.3,47.3,0%,0%,,,,0%,,,2017
108055,164,73,91,0.18,-0.02,0.33,46.9,45.2,48.3,40%,61%,,,,31%,,,2017
108133,12,11,1,,,,,,,,,,,,,,,2017
134885,10,7,3,-0.97,,,9.9,,,0%,0%,,,,0%,,,2017
139054,135,74,61,-0.69,-0.78,-0.6,33.3,33.9,32.4,19%,2%,,,,1%,,,2017
108120,10,8,2,-1.51,,,5.1,,,10%,0%,,,,0%,,,2017
108058,241,115,126,-0.36,-0.67,-0.08,37.4,34.5,40,25%,16%,,,,8%,,,2017
108059,169,99,70,0.32,0.35,0.26,44.5,43,46.7,34%,46%,,,,23%,,,2017
108079,193,93,100,-0.61,-0.85,-0.39,39.6,38.1,41.1,26%,58%,,,,19%,,,2017
108076,247,124,123,0.04,-0.2,0.28,48.4,46.8,50.1,49%,67%,,,,34%,,,2017
108104,29,0,29,,,,43.8,,43.8,0%,0%,,,,0%,,,2017
108083,222,126,96,0.04,-0.01,0.12,49.3,48.1,50.8,46%,24%,,,,14%,,,2017
142604,,,,,,,,,,,,,,,,,,2017
138336,236,122,114,0.92,0.8,1.05,54.7,53.4,56,63%,7%,,,,6%,,,2017
141883,,,,,,,,,,,,,,,,,,2017
135969,177,83,94,-0.47,-0.45,-0.49,36.6,34.8,38.1,15%,17%,,,,6%,,,2017
137577,201,109,92,0.12,-0.02,0.28,49,48.1,50.1,37%,34%,,,,23%,,,2017
108091,125,67,58,-0.03,-0.14,0.1,49.2,47.9,50.8,50%,39%,,,,27%,,,2017
131898,176,91,85,-1.02,-1.39,-0.61,30.7,28.4,33.1,19%,5%,,,,1%,,,2017
108097,172,81,91,-0.03,-0.3,0.21,41.3,38.9,43.4,36%,16%,,,,10%,,,2017
144809,,,,,,,,,,,,,,,,,,2017
130274,18,,18,,,,26.3,,26.3,6%,0%,,,,0%,,,2017
108095,178,83,95,0.43,0.15,0.66,54,51.7,56,56%,90%,,,,46%,,,2017
139282,156,88,68,0.1,0.04,0.17,43.4,41.7,45.6,30%,6%,,,,4%,,,2017
140565,,,,,,,,,,,,,,,,,,2017
142630,9,5,4,-3.53,,,2.4,,,0%,0%,,,,0%,,,2017
108087,191,111,80,-0.31,-0.52,-0.03,40.3,38.5,42.8,30%,39%,,,,13%,,,2017
135935,215,105,110,0,-0.21,0.19,42.3,40.9,43.7,22%,23%,,,,11%,,,2017
142056,171,107,64,0.05,0.05,0.05,43,43.2,42.8,28%,11%,,,,7%,,,2017
108075,146,87,59,0.05,-0.02,0.16,42.7,40.9,45.5,32%,29%,,,,16%,,,2017
108064,208,94,114,0.17,-0.07,0.37,44.6,43.9,45.3,30%,19%,,,,13%,,,2017
108114,89,63,26,,,,31.3,26.8,42.3,0%,0%,,,,0%,,,2017
108085,200,106,94,-0.25,-0.42,-0.06,47.5,45.8,49.4,52%,74%,,,,36%,,,2017
136392,253,122,131,0.64,0.5,0.76,53,50.8,55,56%,62%,,,,41%,,,2017
139733,2,,,,,,,,,,,,,,,,,2017
143238,200,106,94,0.24,0.04,0.46,45,41,49.5,38%,41%,,,,22%,,,2017
139773,,,,,,,,,,,,,,,,,,2017
135771,164,88,76,-2.02,-2.3,-1.68,14.1,10.3,18.6,5%,0%,,,,0%,,,2017
142585,202,88,114,0.64,0.47,0.78,48.6,46.5,50.1,43%,15%,,,,8%,,,2017
136826,110,43,67,0.33,0.06,0.51,40.5,36.5,43.1,19%,27%,,,,9%,,,2017
137704,224,118,106,0.18,-0.05,0.45,52.3,49.7,55.2,53%,80%,,,,33%,,,2017
138380,9,5,4,-2.6,,,1.1,,,0%,0%,,,,0%,,,2017
108057,179,98,81,0.88,0.73,1.07,56.3,54.3,58.8,63%,63%,,,,48%,,,2017
144743,,,,,,,,,,,,,,,,,,2017
108081,175,86,89,-0.06,-0.23,0.1,44,41.3,46.6,30%,16%,,,,9%,,,2017
139351,181,104,77,0.4,0.29,0.55,55.8,54.3,58,60%,57%,,,,38%,,,2017
138304,145,62,83,-0.31,-0.64,-0.06,41.5,39.9,42.6,36%,16%,,,,10%,,,2017
137775,221,106,115,0.22,-0.15,0.56,53.2,48,58,60%,46%,,,,32%,,,2017
134884,24,13,11,-1.46,-1.49,-1.42,0.9,0,2,0%,0%,,,,0%,,,2017
108088,114,60,54,0,0.02,-0.02,46.8,48.3,45.1,32%,38%,,,,18%,,,2017
108117,42,21,21,,,,33.3,30.6,35.9,0%,0%,,,,0%,,,2017
137065,175,75,100,-0.05,-0.09,-0.02,34.4,33.9,34.7,19%,37%,,,,10%,,,2017
139646,78,41,37,,,,36.4,33,40,26%,31%,,,,9%,,,2017
137083,204,96,108,0.37,0.31,0.43,56.3,56.8,55.9,55%,85%,,,,47%,,,2017
108096,192,107,85,-0.01,-0.38,0.46,45,41.4,49.5,46%,27%,,,,16%,,,2017
108123,10,6,4,-1.62,,,0.6,,,0%,0%,,,,0%,,,2017
108119,18,13,5,-1.38,,,1.2,,,0%,0%,,,,0%,,,2017
136343,297,140,157,0.58,0.35,0.78,52.7,49.7,55.4,52%,46%,,,,32%,,,2017
137383,301,160,141,0.56,0.38,0.76,52.9,52.4,53.5,51%,64%,,,,43%,,,2017
136462,264,131,133,0.05,-0.12,0.21,51.7,49.3,54,60%,32%,,,,21%,,,2017
138950,142,63,79,0.28,-0.01,0.51,49.8,47.5,51.6,51%,44%,,,,27%,,,2017
108311,17,11,6,-1.42,-1.5,-1.27,1.3,1.4,1.2,0%,0%,,,,0%,,,2017
108303,55,30,25,,,,31.1,30.2,32.3,0%,0%,,,,0%,,,2017
108271,275,132,143,0.14,0.05,0.22,48.1,46.5,49.7,41%,28%,,,,21%,,,2017
131136,13,10,3,,,,1.7,,,0%,0%,,,,0%,,,2017
136394,116,53,63,0.31,0.17,0.44,43.8,42.1,45.3,39%,33%,,,,22%,,,2017
135961,355,180,175,0.48,0.37,0.6,52.7,52.5,53,68%,30%,,,,21%,,,2017
139335,192,93,99,-0.58,-0.86,-0.33,35.8,32.4,38.9,26%,18%,,,,4%,,,2017
139500,201,87,114,0.1,-0.1,0.26,47.1,44.8,48.8,39%,56%,,,,22%,,,2017
137655,155,78,77,-0.51,-0.55,-0.47,40,38.7,41.3,30%,41%,,,,21%,,,2017
139501,146,77,69,-0.23,-0.36,-0.07,41.9,39.2,44.9,36%,20%,,,,8%,,,2017
108300,42,23,19,,,,30.5,29.7,31.4,0%,0%,,,,0%,,,2017
141860,5,,,,,,,,,,,,,,,,,2017
108306,115,115,,,,,45.6,45.6,,0%,0%,,,,0%,,,2017
138593,73,35,38,-0.1,-0.46,0.23,42.6,39.2,45.7,27%,12%,,,,7%,,,2017
135216,9,7,2,,,,,,,,,,,,,,,2017
138006,104,51,53,0.25,0.07,0.43,44.9,42.9,46.8,27%,21%,,,,13%,,,2017
138951,278,127,151,-0.05,-0.31,0.18,48.2,46,50.1,47%,59%,,,,30%,,,2017
131526,13,12,1,-2.54,,,1.5,,,0%,0%,,,,0%,,,2017
137764,110,52,58,0.54,0.27,0.77,42.7,41.3,44,31%,6%,,,,4%,,,2017
137001,202,115,87,-0.29,-0.39,-0.16,44.4,43.9,45.1,36%,33%,,,,16%,,,2017
137011,233,128,105,0.08,-0.11,0.32,41.9,40.2,44,33%,41%,,,,19%,,,2017
136613,99,47,52,0.27,-0.06,0.56,40.2,37.4,42.7,25%,69%,,,,18%,,,2017
136633,210,115,95,0.64,0.45,0.85,48.5,46.5,50.9,42%,10%,,,,9%,,,2017
138707,202,101,101,-0.15,-0.41,0.1,46.8,44.6,49.1,48%,54%,,,,26%,,,2017
108307,12,7,5,,,,42.4,,,42%,50%,,,,25%,,,2017
108305,93,,93,,,,73.5,,73.5,96%,77%,,,,74%,,,2017
133719,14,11,3,,,,,,,,,,,,,,,2017
140035,105,52,53,-1.16,-1.35,-0.98,32.1,30.1,34.1,21%,8%,,,,0%,,,2017
108426,13,11,2,-2.43,,,7.2,,,0%,0%,,,,0%,,,2017
131200,4,,,,,,,,,,,,,,,,,2017
108420,200,101,99,0.56,0.51,0.61,58.7,59.2,58.3,71%,59%,,,,43%,,,2017
108414,22,22,,,,,3.4,3.4,,5%,0%,,,,0%,,,2017
