URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
116521,104,65,39,,,,37.6,37.3,38.2,1%,3%,,,,1%,,,2017
137125,214,100,114,-0.34,-0.46,-0.23,45.6,42.6,48.2,45%,35%,,,,15%,,,2017
116423,98,48,50,-0.2,-0.44,0.05,44.9,42.9,46.8,32%,13%,,,,6%,,,2017
116427,166,69,97,-0.35,-0.63,-0.16,43.6,37.7,47.8,39%,27%,,,,14%,,,2017
116431,177,86,91,-0.12,-0.26,0.01,46.7,46.9,46.4,45%,28%,,,,15%,,,2017
116446,192,101,91,-0.38,-0.48,-0.26,42.9,40.4,45.7,38%,37%,,,,17%,,,2017
137315,128,65,63,-0.07,-0.23,0.11,44.7,42.2,47.3,38%,22%,,,,13%,,,2017
116436,223,117,106,-0.31,-0.5,-0.09,51.7,48.8,54.9,53%,47%,,,,31%,,,2017
144014,,,,,,,,,,,,,,,,,,2017
138585,71,44,27,-0.13,-0.47,0.41,44.3,38.9,53.1,37%,48%,,,,18%,,,2017
116419,343,177,166,0.09,-0.21,0.41,52.5,49.3,56,61%,34%,,,,27%,,,2017
116537,49,0,49,,,,60.4,,60.4,82%,0%,,,,0%,,,2017
116412,218,109,109,0.3,0.12,0.49,58.3,57.3,59.2,73%,27%,,,,25%,,,2017
116603,14,14,,-1.69,-1.69,,17.9,17.9,,0%,0%,,,,0%,,,2017
116444,97,51,46,-0.69,-0.7,-0.68,36.8,36.4,37.3,14%,23%,,,,4%,,,2017
116428,164,82,82,-0.3,-0.55,-0.05,42.1,40,44.1,37%,13%,,,,7%,,,2017
116445,165,86,79,-0.52,-0.79,-0.23,41.1,38.3,44.1,36%,22%,,,,8%,,,2017
116595,19,10,9,,,,42.9,44,41.7,47%,16%,,,,11%,,,2017
136640,284,145,139,0.2,-0.02,0.43,53.3,51.3,55.5,56%,53%,,,,37%,,,2017
137128,196,90,106,0.06,-0.11,0.21,54,52.5,55.3,58%,68%,,,,37%,,,2017
116422,165,88,77,-0.54,-0.64,-0.42,44.7,42.8,47,37%,25%,,,,15%,,,2017
116468,329,163,166,0.13,-0.02,0.28,56.7,55.2,58.2,71%,54%,,,,46%,,,2017
131559,4,,,,,,,,,,,,,,,,,2017
116407,237,102,135,0.5,0.32,0.62,57.6,55.5,59.3,62%,63%,,,,36%,,,2017
116478,185,84,101,-0.42,-0.58,-0.28,50.2,47.5,52.5,57%,89%,,,,40%,,,2017
116565,5,,,,,,,,,,,,,,,,,2017
140069,161,90,71,-0.33,-0.47,-0.16,44,42.7,45.7,27%,80%,,,,10%,,,2017
135105,4,,,,,,,,,,,,,,,,,2017
116564,5,,,,,,,,,,,,,,,,,2017
137535,142,74,68,0.08,0.02,0.15,52.6,49.4,56,63%,57%,,,,35%,,,2017
137129,219,123,96,0.28,0.01,0.61,54,51.3,57.5,58%,41%,,,,28%,,,2017
116498,213,97,116,0.02,-0.11,0.12,51,48.1,53.3,54%,38%,,,,27%,,,2017
116502,149,79,70,-0.22,-0.51,0.12,49,47.4,50.8,58%,35%,,,,22%,,,2017
116563,38,20,18,,,,58.8,60.8,56.6,76%,68%,,,,55%,,,2017
116574,1,,,,,,,,,,,,,,,,,2017
131068,14,11,3,-1.73,,,0.3,,,0%,0%,,,,0%,,,2017
141187,15,10,5,-2.77,,,7.3,,,0%,0%,,,,0%,,,2017
137113,106,62,44,-1.4,-1.72,-0.95,32.1,28.8,36.8,16%,3%,,,,1%,,,2017
136715,279,140,139,0.23,0.04,0.42,57.9,54.5,61.3,66%,58%,,,,46%,,,2017
138437,107,55,52,-0.65,-0.81,-0.48,37.8,33.9,41.9,21%,32%,,,,4%,,,2017
116555,32,0,32,,,,59.1,,59.1,81%,38%,,,,31%,,,2017
116559,12,8,4,,,,33.5,,,0%,0%,,,,0%,,,2017
137538,209,105,104,-0.36,-0.59,-0.13,48.1,46,50.2,46%,73%,,,,32%,,,2017
116504,134,65,69,-0.58,-0.78,-0.39,39.6,38.8,40.3,29%,40%,,,,20%,,,2017
136112,7,4,3,,,,20.6,,,0%,0%,,,,0%,,,2017
138184,235,119,116,-0.02,-0.3,0.27,48.8,45.9,51.8,54%,45%,,,,30%,,,2017
135823,6,3,3,,,,,,,,,,,,,,,2017
140046,2,,,,,,,,,,,,,,,,,2017
137239,193,95,98,-0.06,-0.37,0.24,49.8,45.3,54.2,41%,37%,,,,21%,,,2017
116611,10,5,5,,,,,,,,,,,,,,,2017
116418,130,73,57,-0.44,-0.74,-0.03,40.5,33.9,49,34%,18%,,,,9%,,,2017
116441,103,57,46,-0.17,-0.6,0.34,46.3,41.5,52.2,46%,25%,,,,17%,,,2017
137605,43,29,14,-1.34,-1.3,-1.41,7.9,7.9,7.9,0%,0%,,,,0%,,,2017
138287,217,100,117,-0.19,-0.38,-0.03,46.8,45.7,47.6,44%,25%,,,,18%,,,2017
136657,257,130,127,0.05,-0.12,0.21,50.1,48.8,51.4,47%,45%,,,,27%,,,2017
116639,18,16,2,-1.64,,,2.5,,,0%,0%,,,,0%,,,2017
137279,1,,,,,,,,,,,,,,,,,2017
116636,15,10,5,-1.55,,,6.1,,,7%,0%,,,,0%,,,2017
116617,40,29,11,-1.35,-1.32,-1.43,4.9,5,4.6,0%,0%,,,,0%,,,2017
140732,10,10,,-2.55,-2.55,,4,4,,0%,0%,,,,0%,,,2017
116511,22,14,8,-1.53,-1.59,-1.43,0.5,0.8,0.1,0%,0%,,,,0%,,,2017
116527,100,48,52,,,,4.5,3.8,5.2,0%,0%,,,,0%,,,2017
116426,114,66,48,-0.51,-0.73,-0.16,41.1,38.9,44.1,30%,37%,,,,12%,,,2017
116470,90,49,41,-0.36,-0.55,-0.15,38.7,34.2,44.2,34%,8%,,,,6%,,,2017
116473,159,70,89,-0.42,-0.56,-0.3,38.2,37.1,39.1,13%,30%,,,,2%,,,2017
137791,351,183,168,0.21,-0.01,0.44,49.1,46.3,52.1,43%,51%,,,,26%,,,2017
136654,367,198,169,0.25,0.09,0.44,52.3,50.4,54.6,51%,42%,,,,28%,,,2017
136903,232,96,136,0.2,-0.1,0.4,52.6,49.6,54.7,58%,43%,,,,33%,,,2017
140182,98,50,48,-0.4,-0.71,-0.08,41.5,38.2,44.9,39%,23%,,,,7%,,,2017
116437,225,115,110,-0.03,-0.35,0.28,46.7,46.2,47.2,43%,17%,,,,10%,,,2017
116543,95,95,0,,,,64.4,64.4,,89%,65%,,,,54%,,,2017
116524,62,41,21,,,,38.6,36.9,42,0%,0%,,,,0%,,,2017
116594,8,6,2,,,,30.4,,,0%,0%,,,,0%,,,2017
116586,14,11,3,,,,9.9,,,0%,0%,,,,0%,,,2017
116579,123,71,52,,,,54.9,53.3,57.1,0%,0%,,,,0%,,,2017
116609,11,10,1,,,,,,,,,,,,,,,2017
116589,10,7,3,,,,,,,,,,,,,,,2017
137345,221,111,110,-0.05,-0.22,0.12,50.3,49.4,51.2,47%,64%,,,,33%,,,2017
116517,97,,97,,,,67.6,,67.6,92%,69%,,,,61%,,,2017
136719,134,83,51,-0.15,-0.33,0.14,49.1,47.1,52.4,44%,38%,,,,22%,,,2017
116582,77,52,25,,,,19.6,20.8,17.2,0%,0%,,,,0%,,,2017
116581,58,,58,,,,28.2,,28.2,0%,0%,,,,0%,,,2017
140325,9,5,4,,,,,,,,,,,,,,,2017
140605,164,84,80,-0.25,-0.53,0.06,42.5,39.3,46,38%,68%,,,,28%,,,2017
116628,26,19,7,-1.62,-1.62,-1.65,2,2.4,0.8,0%,0%,,,,0%,,,2017
116462,120,63,57,-0.48,-0.7,-0.24,34.9,31.6,38.6,22%,34%,,,,3%,,,2017
143430,,,,,,,,,,,,,,,,,,2017
139714,118,,118,0.47,,0.47,47.9,,47.9,49%,19%,,,,15%,,,2017
143828,,,,,,,,,,,,,,,,,,2017
141875,100,100,0,-0.4,-0.4,,37.8,37.8,,24%,15%,,,,4%,,,2017
141175,210,125,85,-0.44,-0.42,-0.48,40.7,41.2,39.9,38%,36%,,,,16%,,,2017
116583,196,124,72,,,,37.7,37.5,37.9,0%,0%,,,,0%,,,2017
116573,42,22,20,,,,51.4,47.3,55.9,48%,21%,,,,19%,,,2017
135308,33,27,6,-2.63,-2.42,-3.56,4.8,5.3,2.9,0%,0%,,,,0%,,,2017
135965,110,61,49,-0.1,-0.28,0.13,42.8,38.7,47.9,49%,61%,,,,22%,,,2017
116505,132,65,67,0.83,0.67,0.98,53,49.8,56.2,57%,39%,,,,29%,,,2017
140697,199,107,92,-0.08,-0.32,0.2,45,43,47.3,35%,65%,,,,17%,,,2017
116463,177,80,97,-0.16,-0.32,-0.04,41.7,37.9,44.8,28%,15%,,,,7%,,,2017
116461,226,126,100,0.31,0.16,0.5,50.5,49,52.4,47%,71%,,,,38%,,,2017
131556,2,,,,,,,,,,,,,,,,,2017
116454,86,38,48,-0.35,-0.52,-0.22,38.3,36.3,39.9,24%,26%,,,,5%,,,2017
116450,125,61,64,0.53,0.38,0.67,49,46.8,51.2,33%,38%,,,,18%,,,2017
116458,294,148,146,0.09,-0.14,0.33,49.1,48,50.2,40%,43%,,,,24%,,,2017
138476,193,,193,0.62,,0.62,54.6,,54.6,53%,58%,,,,33%,,,2017
116451,198,93,105,-0.46,-0.96,-0.02,40.5,33,47.2,31%,25%,,,,13%,,,2017
116453,181,95,86,-0.16,-0.31,0.02,41.7,41.2,42.2,30%,36%,,,,14%,,,2017
116567,22,17,5,,,,62.3,,,73%,91%,,,,68%,,,2017
137037,145,81,64,0,-0.25,0.33,46.2,45,47.8,34%,38%,,,,24%,,,2017
116469,170,91,79,0.13,0.19,0.07,43,44,41.9,31%,29%,,,,16%,,,2017
116621,28,21,7,,,,,,,,,,,,,,,2017
116622,5,,,,,,,,,,,,,,,,,2017
116624,12,12,,-2.46,-2.46,,3.1,3.1,,0%,0%,,,,0%,,,2017
116507,109,109,0,0.57,0.57,,52.9,52.9,,52%,47%,,,,24%,,,2017
116465,99,37,62,-0.85,-1.02,-0.76,35.4,34.2,36.2,14%,24%,,,,6%,,,2017
135629,107,54,53,-0.07,-0.19,0.04,42,38.1,46,29%,18%,,,,6%,,,2017
116580,149,95,54,,,,17.4,16.5,19,0%,0%,,,,0%,,,2017
116568,69,36,33,,,,39,36.4,41.8,0%,0%,,,,0%,,,2017
135628,93,49,44,-0.14,-0.3,0.03,41.5,41.1,42,31%,12%,,,,3%,,,2017
137968,150,76,74,-0.78,-1.17,-0.39,38.9,35.7,42.2,31%,34%,,,,16%,,,2017
120341,65,44,21,,,,4.2,4.1,4.4,2%,0%,,,,0%,,,2017
135185,10,7,3,,,,37.9,,,60%,0%,,,,0%,,,2017
138627,255,136,119,-0.04,-0.46,0.42,49.6,45.1,54.8,50%,29%,,,,19%,,,2017
137931,153,75,78,-0.24,-0.3,-0.18,38.8,37.6,40.1,26%,53%,,,,16%,,,2017
138298,209,102,107,-0.11,-0.35,0.12,47.9,45.4,50.3,45%,11%,,,,6%,,,2017
139442,115,57,58,0.17,-0.12,0.45,48,45.6,50.3,50%,41%,,,,19%,,,2017
120317,25,0,25,,,,50.8,,50.8,44%,52%,,,,24%,,,2017
141127,9,8,1,,,,25,,,11%,0%,,,,0%,,,2017
138079,151,77,74,-0.04,-0.26,0.19,48,46.3,49.9,48%,48%,,,,32%,,,2017
120352,7,5,2,,,,,,,,,,,,,,,2017
143844,,,,,,,,,,,,,,,,,,2017
138529,332,175,157,-0.47,-0.74,-0.17,42.1,38,46.6,39%,11%,,,,8%,,,2017
137540,148,81,67,-0.24,-0.24,-0.24,48.9,50.3,47.2,69%,41%,,,,22%,,,2017
138894,210,109,101,0.01,0,0.03,40.4,39.9,40.9,36%,22%,,,,10%,,,2017
120330,12,12,0,,,,2.5,2.5,,0%,0%,,,,0%,,,2017
120334,122,59,63,,,,30.6,29,32.1,0%,0%,,,,0%,,,2017
138108,162,90,72,0.35,0.25,0.48,49.8,47.8,52.3,54%,54%,,,,28%,,,2017
137984,,,,,,,,,,,,,,,,,,2017
120316,86,46,40,,,,52.7,48.8,57.2,78%,0%,,,,0%,,,2017
138819,121,66,55,0.41,0.28,0.58,52.4,50.7,54.3,54%,35%,,,,16%,,,2017
137161,241,141,100,-0.23,-0.35,-0.06,46.6,45.1,48.8,49%,16%,,,,12%,,,2017
141682,205,103,102,-0.64,-1.06,-0.23,39.9,36.1,43.8,30%,9%,,,,1%,,,2017
135218,9,8,1,,,,0.9,,,0%,0%,,,,0%,,,2017
120348,33,25,8,-1.03,-0.93,-1.35,9.1,9.6,7.5,0%,0%,,,,0%,,,2017
137367,127,55,72,0.35,0.05,0.58,47.5,43.5,50.6,44%,67%,,,,37%,,,2017
137401,151,74,77,0.34,-0.14,0.81,53,49,56.8,63%,68%,,,,44%,,,2017
140103,167,81,86,-0.04,-0.28,0.19,51.4,48.7,54,65%,18%,,,,13%,,,2017
137115,145,78,67,0.09,0.02,0.17,51.2,50.6,51.9,59%,51%,,,,33%,,,2017
137969,117,59,58,0.37,0.12,0.61,51,47.5,54.5,57%,20%,,,,14%,,,2017
134438,8,5,3,,,,1.8,,,0%,0%,,,,0%,,,2017
137799,200,95,105,-0.54,-0.78,-0.33,43.4,42.3,44.3,44%,69%,,,,27%,,,2017
141012,12,12,0,-0.52,-0.52,,43.4,43.4,,17%,0%,,,,0%,,,2017
137983,128,53,75,-0.49,-1.11,-0.05,42.7,34.9,48.2,45%,7%,,,,5%,,,2017
141874,99,48,51,-0.44,-0.46,-0.42,43.6,41.9,45.2,40%,29%,,,,16%,,,2017
120274,194,101,93,-0.16,-0.24,-0.08,40.6,39,42.3,36%,44%,,,,15%,,,2017
120314,5,,,,,,,,,,,,,,,,,2017
128078,1,,,,,,,,,,,,,,,,,2017
138156,18,10,8,-1.53,-1.42,-1.68,0.6,1.1,0,0%,0%,,,,0%,,,2017
138527,,,,,,,,,,,,,,,,,,2017
140787,174,91,83,-0.04,-0.29,0.24,43.4,38.6,48.7,30%,26%,,,,10%,,,2017
138290,101,47,54,0.47,0.27,0.64,53.3,48.5,57.5,62%,47%,,,,33%,,,2017
138521,283,143,140,-0.2,-0.44,0.04,47.5,44.7,50.4,48%,17%,,,,10%,,,2017
138327,82,33,49,-0.4,-0.62,-0.25,36.8,33.8,38.9,17%,9%,,,,1%,,,2017
137640,142,63,79,-0.76,-1.07,-0.53,41.7,36.9,45.5,35%,18%,,,,13%,,,2017
138150,185,88,97,0.04,-0.31,0.36,53.4,50.5,56,56%,14%,,,,9%,,,2017
138155,,,,,,,,,,,,,,,,,,2017
137617,193,103,90,0.02,-0.21,0.29,48.7,47.5,50.1,42%,18%,,,,11%,,,2017
120332,174,171,3,,,,51.1,,,0%,0%,,,,0%,,,2017
138537,106,53,53,-0.57,-0.71,-0.41,35,32.2,37.8,18%,8%,,,,5%,,,2017
120333,90,,90,,,,31.3,,31.3,0%,0%,,,,0%,,,2017
137317,60,35,25,-0.61,-0.69,-0.48,29.6,27.6,32.5,13%,0%,,,,0%,,,2017
135217,15,14,1,,,,13.2,,,0%,0%,,,,0%,,,2017
138821,244,115,129,-0.34,-0.63,-0.07,40.2,38,42.3,34%,25%,,,,10%,,,2017
137905,14,10,4,,,,,,,,,,,,,,,2017
137170,,,,,,,,,,,,,,,,,,2017
138935,13,7,6,-1.32,-1.27,-1.37,1.5,2.7,0,0%,0%,,,,0%,,,2017
137828,177,90,87,-0.05,-0.25,0.14,47.6,46.1,49.2,43%,72%,,,,27%,,,2017
120331,42,25,17,,,,70.7,70.1,71.6,98%,55%,,,,55%,,,2017
120339,40,18,22,,,,20.4,18.4,22.1,0%,0%,,,,0%,,,2017
138628,118,64,54,0.08,-0.13,0.31,47.8,45.1,51.1,36%,62%,,,,30%,,,2017
139734,4,,,,,,,,,,,,,,,,,2017
134640,17,12,5,-1.31,,,5.5,,,0%,0%,,,,0%,,,2017
139624,580,319,261,0.68,0.47,0.94,53.5,51.4,56,59%,47%,,,,25%,,,2017
138833,528,274,254,-0.2,-0.4,0,46.6,45.1,48.3,52%,46%,,,,26%,,,2017
138820,,,,,,,,,,,,,,,,,,2017
137561,31,16,15,,,,60.2,57.4,63.3,87%,61%,,,,48%,,,2017
120298,170,94,76,0.64,0.68,0.59,45.4,44.4,46.5,26%,14%,,,,6%,,,2017
129645,58,,58,0.67,,0.67,52.6,,52.6,53%,19%,,,,12%,,,2017
120326,12,9,3,,,,48.8,,,75%,50%,,,,17%,,,2017
133349,23,,23,,,,62.5,,62.5,65%,43%,,,,39%,,,2017
120285,218,124,94,-0.78,-1.09,-0.38,31.3,28.4,35.1,17%,20%,,,,5%,,,2017
139559,6,5,1,,,,,,,,,,,,,,,2017
138094,5,,,,,,,,,,,,,,,,,2017
144479,72,34,38,-0.84,-1.44,-0.32,33.4,27.2,38.9,19%,21%,,,,17%,,,2017
120362,13,13,,-2.03,-2.03,,10.8,10.8,,0%,0%,,,,0%,,,2017
136823,13,1,12,,,,39.1,,,31%,31%,,,,8%,,,2017
132781,19,14,5,,,,42.1,,,58%,0%,,,,0%,,,2017
120277,234,139,95,-0.01,-0.17,0.23,41,39.5,43.3,32%,15%,,,,8%,,,2017
130371,30,19,11,-1.69,-1.78,-1.52,0.5,0.6,0.4,0%,0%,,,,0%,,,2017
120307,178,86,92,-0.1,-0.25,0.04,45,44.2,45.8,41%,30%,,,,16%,,,2017
120292,207,104,103,-0.05,-0.31,0.21,43.9,40.7,47.1,34%,56%,,,,19%,,,2017
134809,3,,,,,,,,,,,,,,,,,2017
120345,17,17,,,,,53.5,53.5,,53%,94%,,,,41%,,,2017
120279,231,,231,0.13,,0.13,49.8,,49.8,43%,24%,,,,13%,,,2017
120281,192,102,90,0.23,0.01,0.49,44.5,41.2,48.3,34%,11%,,,,4%,,,2017
120306,177,79,98,-0.21,-0.47,0.01,45.5,43.1,47.4,35%,45%,,,,23%,,,2017
138869,60,60,,0.33,0.33,,52.6,52.6,,70%,10%,,,,3%,,,2017
120287,237,140,97,0.07,-0.21,0.47,49.3,46.9,52.7,45%,56%,,,,27%,,,2017
141916,267,143,124,0.75,0.56,0.96,52.1,50.5,53.9,59%,66%,,,,43%,,,2017
144629,,,,,,,,,,,,,,,,,,2017
120283,165,165,,-0.79,-0.79,,38.4,38.4,,35%,10%,,,,5%,,,2017
120324,54,,54,,,,24.1,,24.1,0%,0%,,,,0%,,,2017
131099,15,12,3,,,,,,,,,,,,,,,2017
131187,15,11,4,-1.59,,,10.6,,,7%,0%,,,,0%,,,2017
120286,249,131,118,0.51,0.35,0.68,48.7,45.8,51.8,46%,43%,,,,22%,,,2017
120294,159,92,67,0.01,-0.05,0.11,34.6,34.4,34.8,20%,23%,,,,8%,,,2017
120297,204,113,91,-0.25,-0.47,0.01,41.2,39.5,43.3,33%,18%,,,,8%,,,2017
120361,8,3,5,,,,,,,,,,,,,,,2017
134595,4,,,,,,,,,,,,,,,,,2017
131945,138,65,73,-0.13,-0.34,0.06,39.1,36.9,41,23%,43%,,,,14%,,,2017
143857,,,,,,,,,,,,,,,,,,2017
137340,150,87,63,0.52,0.34,0.79,51.8,49.2,55.3,59%,29%,,,,19%,,,2017
136530,177,83,94,0.26,0.07,0.43,52.5,51.4,53.5,57%,34%,,,,28%,,,2017
120322,149,73,76,,,,29.7,28.8,30.5,1%,1%,,,,1%,,,2017
134938,8,8,,,,,4.9,4.9,,0%,0%,,,,0%,,,2017
120320,154,96,58,,,,20.5,19.5,22.2,0%,0%,,,,0%,,,2017
136629,146,75,71,0.13,0.07,0.2,52.2,54.2,50.1,58%,30%,,,,24%,,,2017
138729,193,93,100,0.75,0.59,0.89,61.4,59.8,62.8,67%,85%,,,,62%,,,2017
136959,104,48,56,0.02,-0.16,0.16,44.7,41,47.8,29%,18%,,,,8%,,,2017
138936,139,73,66,-0.63,-0.79,-0.46,37.2,35.3,39.4,25%,26%,,,,9%,,,2017
124488,13,10,3,,,,26.5,,,0%,0%,,,,0%,,,2017
124495,11,10,1,,,,0.5,,,0%,0%,,,,0%,,,2017
124393,131,68,63,-0.2,-0.36,-0.02,47.1,44.2,50.2,39%,4%,,,,3%,,,2017
137356,192,102,90,-0.18,-0.37,0.04,41.9,39.5,44.7,37%,53%,,,,21%,,,2017
124422,194,93,101,0.32,0.34,0.31,50.8,51.1,50.5,43%,47%,,,,26%,,,2017
142755,165,83,82,-0.11,-0.24,0.03,47.5,45.6,49.5,43%,65%,,,,32%,,,2017
124399,133,72,61,0.27,0.27,0.28,51,50.8,51.3,37%,61%,,,,29%,,,2017
124459,120,59,61,0.02,0.01,0.04,50.4,48.5,52.2,51%,13%,,,,6%,,,2017
142193,108,59,49,-0.38,-0.42,-0.33,44.9,42.1,48.2,41%,24%,,,,20%,,,2017
139234,178,150,28,-0.84,-0.85,-0.77,40.2,39,47,42%,0%,,,,0%,,,2017
142711,100,54,46,-0.29,-0.38,-0.18,37.6,34.2,41.5,25%,31%,,,,9%,,,2017
142516,2,,,,,,,,,,,,,,,,,2017
137146,131,71,60,-0.4,-0.72,0.01,39,33.4,45.6,25%,24%,,,,10%,,,2017
138435,180,81,99,-0.36,-0.52,-0.22,36.7,34.4,38.6,22%,16%,,,,6%,,,2017
142277,63,24,39,-0.75,-1.02,-0.59,38.2,37.9,38.4,24%,81%,,,,16%,,,2017
140997,20,13,7,,,,,,,,,,,,,,,2017
141449,22,15,7,-1.48,-1.49,-1.45,2.7,3.3,1.3,0%,0%,,,,0%,,,2017
142987,206,91,115,-0.1,-0.4,0.14,52.7,48.8,55.9,54%,34%,,,,24%,,,2017
124467,45,21,24,0.15,-0.2,0.45,40,33.9,45.4,24%,0%,,,,0%,,,2017
137098,9,8,1,,,,11.3,,,11%,0%,,,,0%,,,2017
137956,4,,,,,,,,,,,,,,,,,2017
136136,176,90,86,-0.1,-0.17,-0.02,41.2,39.3,43.2,31%,13%,,,,6%,,,2017
124408,208,101,107,0.01,-0.23,0.24,51.2,47.4,54.9,63%,58%,,,,33%,,,2017
124409,88,44,44,-0.29,-0.61,0.04,46.8,42.1,51.6,35%,7%,,,,3%,,,2017
124396,170,89,81,-0.1,-0.23,0.04,47,43.5,50.8,38%,68%,,,,33%,,,2017
140154,128,51,77,0.11,-0.13,0.25,49.5,46.7,51.3,65%,15%,,,,11%,,,2017
142094,5,,,,,,,,,,,,,,,,,2017
124401,140,70,70,0.06,-0.14,0.26,52.2,51.8,52.6,55%,47%,,,,37%,,,2017
136886,150,80,70,0.22,-0.1,0.6,51.8,50,53.7,53%,48%,,,,24%,,,2017
137384,158,82,76,0.07,-0.21,0.39,45.9,43.8,48.2,31%,8%,,,,6%,,,2017
124391,110,49,61,-0.39,-0.5,-0.3,43.1,41.6,44.3,33%,20%,,,,12%,,,2017
124392,164,80,84,-0.31,-0.59,-0.04,36.3,35.8,36.8,26%,4%,,,,1%,,,2017
124415,164,87,77,0.46,0.25,0.69,50,47.3,53.1,57%,68%,,,,35%,,,2017
124449,115,53,62,0.27,-0.01,0.52,43.1,37.7,47.7,35%,8%,,,,5%,,,2017
124470,23,0,23,,,,46.7,,46.7,30%,30%,,,,22%,,,2017
124486,15,7,8,,,,19.9,26.8,13.9,27%,0%,,,,0%,,,2017
124489,55,20,35,,,,55.9,55.3,56.2,87%,0%,,,,0%,,,2017
124521,30,21,9,-1.55,-1.59,-1.48,2,2,1.9,0%,0%,,,,0%,,,2017
141700,45,24,21,-0.45,-0.12,-0.82,45.8,47.2,44.3,38%,62%,,,,36%,,,2017
140802,163,77,86,-0.02,-0.13,0.08,46.8,43,50.2,43%,30%,,,,17%,,,2017
142278,192,92,100,-0.13,-0.29,0.02,47.6,45.6,49.4,37%,89%,,,,31%,,,2017
142983,156,80,76,-0.1,-0.39,0.19,46.7,41.3,52.4,43%,27%,,,,16%,,,2017
137164,91,48,43,-0.22,-0.38,-0.04,40.5,40.5,40.5,15%,11%,,,,5%,,,2017
140123,206,101,105,0.06,-0.29,0.39,49,44.5,53.3,53%,40%,,,,25%,,,2017
137553,128,61,67,-0.11,-0.28,0.05,47.3,47.9,46.9,39%,24%,,,,17%,,,2017
124512,22,14,8,,,,,,,,,,,,,,,2017
124443,223,110,113,-0.08,-0.4,0.23,45.3,43.1,47.5,43%,19%,,,,15%,,,2017
140470,118,57,61,0.27,0.22,0.31,45.3,43.7,46.8,31%,94%,,,,28%,,,2017
139708,97,47,50,-0.7,-1.1,-0.32,40.7,37.6,43.6,27%,11%,,,,7%,,,2017
136245,7,7,0,,,,2.4,2.4,,0%,0%,,,,0%,,,2017
124487,94,52,42,,,,21.8,21.3,22.4,0%,1%,,,,0%,,,2017
141448,18,12,6,-1.54,-1.56,-1.5,1.3,1.7,0.3,0%,0%,,,,0%,,,2017
142015,142,79,63,-0.75,-1.05,-0.38,40.2,38.2,42.8,37%,11%,,,,8%,,,2017
133989,5,,,,,,,,,,,,,,,,,2017
124400,201,96,105,0.1,-0.27,0.45,46.9,43.2,50.2,43%,8%,,,,7%,,,2017
124402,137,67,70,-0.43,-0.6,-0.28,40.7,39.3,42,28%,24%,,,,17%,,,2017
142170,15,15,,-2.41,-2.41,,0.3,0.3,,0%,0%,,,,0%,,,2017
137100,195,101,94,-0.05,-0.1,0.01,45.4,43.3,47.7,29%,33%,,,,16%,,,2017
124474,34,16,18,,,,47.2,42.9,51,41%,53%,,,,29%,,,2017
138351,40,7,33,0.23,,,41.5,35.7,42.7,15%,38%,,,,8%,,,2017
131695,15,7,8,,,,32.5,28.8,35.7,20%,0%,,,,0%,,,2017
124425,212,115,97,-0.49,-0.87,-0.03,42.3,37.8,47.5,37%,9%,,,,6%,,,2017
136414,333,167,166,0.05,-0.19,0.31,47.5,44.8,50.3,48%,57%,,,,35%,,,2017
142313,183,99,84,-0.18,-0.32,-0.01,43.1,41,45.7,27%,16%,,,,7%,,,2017
131004,2,,,,,,,,,,,,,,,,,2017
124395,68,26,42,-0.88,-1.05,-0.78,33.4,25.9,38,22%,3%,,,,1%,,,2017
132735,3,,,,,,,,,,,,,,,,,2017
141343,140,66,74,-0.25,-0.5,-0.03,49,45.6,52.1,41%,16%,,,,9%,,,2017
141342,82,39,43,-0.32,-0.62,-0.06,45.1,44.1,46,29%,33%,,,,15%,,,2017
124430,249,133,116,0.17,-0.03,0.39,45.5,43,48.3,42%,33%,,,,16%,,,2017
124523,14,11,3,-1.68,,,3.4,,,0%,0%,,,,0%,,,2017
138728,171,92,79,-0.13,-0.22,-0.02,46.7,45.9,47.6,40%,29%,,,,15%,,,2017
124473,108,63,45,,,,37.5,37,38.2,0%,0%,,,,0%,,,2017
124504,20,17,3,-1.39,,,3.5,,,0%,0%,,,,0%,,,2017
124471,28,0,28,,,,56.6,,56.6,54%,54%,,,,39%,,,2017
124445,123,56,67,-0.07,-0.26,0.08,43.8,40.9,46.3,34%,33%,,,,19%,,,2017
136685,3,,,,,,,,,,,,,,,,,2017
138243,7,6,1,,,,19.9,,,14%,0%,,,,0%,,,2017
124508,20,16,4,-1.63,,,3.7,,,0%,0%,,,,0%,,,2017
124468,138,67,71,-0.2,-0.49,0.07,45.9,43,48.7,35%,39%,,,,14%,,,2017
142013,4,,,,,,,,,,,,,,,,,2017
124476,6,0,6,,,,63.8,,63.8,100%,17%,,,,17%,,,2017
124513,20,14,6,,,,,,,,,,,,,,,2017
136323,226,104,122,0.35,0.16,0.51,54.9,52.2,57.2,64%,59%,,,,40%,,,2017
136220,3,,,,,,,,,,,,,,,,,2017
136681,159,76,83,-0.12,-0.18,-0.07,40.8,39.3,42.2,23%,40%,,,,18%,,,2017
