URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
114658,62,,62,,,,66.7,,66.7,94%,79%,,,,69%,,,2016
114614,204,111,93,,,,75.2,74,76.6,100%,81%,,,,81%,,,2016
114661,5,,,,,,,,,,,,,,,,,2016
114611,357,197,160,0.3,0.17,0.47,55.8,54.6,57.3,75%,58%,,,,39%,,,2016
114580,316,158,158,0.12,-0.08,0.32,55.8,53,58.6,75%,34%,,,,29%,,,2016
131127,8,2,6,,,,41,,,25%,13%,,,,0%,,,2016
114607,273,144,129,-0.14,-0.14,-0.14,48.6,48.8,48.3,64%,56%,,,,26%,,,2016
139409,,,,,,,,,,,,,,,,,,2016
114581,213,112,101,0.1,0.04,0.16,48,46.2,49.9,58%,13%,,,,6%,,,2016
114608,191,83,108,-0.14,-0.29,-0.01,51.2,49.3,52.7,68%,36%,,,,29%,,,2016
137063,96,48,48,0.07,-0.14,0.27,48.3,45.8,50.8,60%,24%,,,,13%,,,2016
114616,50,,50,,,,31.8,,31.8,0%,0%,,,,0%,,,2016
114579,266,128,138,0.07,0.01,0.11,50.7,48.8,52.4,64%,44%,,,,24%,,,2016
133639,18,11,7,,,,,,,,,,,,,,,2016
114685,12,4,8,,,,,,,,,,,,,,,2016
114680,6,4,2,,,,,,,,,,,,,,,2016
114619,7,2,5,-1.32,,,10.6,,,0%,0%,,,,0%,,,2016
114687,9,5,4,,,,,,,,,,,,,,,2016
114678,12,12,0,-2.76,-2.76,,10.2,10.2,,0%,0%,,,,0%,,,2016
131356,2,,,,,,,,,,,,,,,,,2016
114679,10,8,2,-2.14,,,9.5,,,10%,0%,,,,0%,,,2016
114677,3,,,,,,,,,,,,,,,,,2016
116427,173,86,87,-0.51,-0.69,-0.33,47,46.3,47.7,61%,25%,,,,12%,,,2016
116537,49,0,49,,,,66.1,,66.1,98%,31%,,,,27%,,,2016
137535,181,104,77,-0.04,-0.12,0.06,54,53.1,55.3,77%,67%,,,,40%,,,2016
116504,103,51,52,-0.02,-0.06,0.02,49.6,49.4,49.8,64%,45%,,,,31%,,,2016
136652,190,97,93,-0.13,-0.26,0,49.5,46,53.1,64%,43%,,,,31%,,,2016
116524,62,33,29,,,,56.8,54,60,85%,23%,,,,18%,,,2016
137791,343,168,175,0.48,0.42,0.54,53.3,52.1,54.5,64%,48%,,,,29%,,,2016
116527,94,39,55,,,,4.8,6.1,3.9,0%,0%,,,,0%,,,2016
116478,158,95,63,-0.03,-0.07,0.03,55,55.7,54,79%,89%,,,,42%,,,2016
136643,276,138,138,0.09,-0.1,0.3,56.5,53.1,59.8,80%,74%,,,,46%,,,2016
138437,120,62,58,-1.03,-1.27,-0.77,36.4,35,37.9,31%,26%,,,,8%,,,2016
116441,160,74,86,-0.27,-0.5,-0.08,49.7,46.3,52.7,65%,38%,,,,22%,,,2016
116574,12,7,5,,,,10.1,,,0%,0%,,,,0%,,,2016
116419,344,187,157,0.09,0.04,0.16,55.6,54.8,56.5,74%,23%,,,,17%,,,2016
116472,303,128,175,-0.36,-0.74,-0.08,43.5,39.1,46.8,47%,30%,,,,11%,,,2016
136719,150,95,55,-0.29,-0.37,-0.17,53.7,53.3,54.4,74%,38%,,,,31%,,,2016
116436,212,112,100,0.23,0.13,0.34,59,57.7,60.5,78%,50%,,,,44%,,,2016
137538,211,120,91,-0.09,-0.29,0.17,52.3,50.6,54.5,73%,68%,,,,40%,,,2016
116579,126,81,45,,,,68.2,68,68.5,91%,49%,,,,47%,,,2016
116430,103,50,53,-0.11,-0.4,0.14,51.6,46.7,56.3,63%,41%,,,,26%,,,2016
116470,112,43,69,-0.24,-0.39,-0.17,44.3,42.5,45.5,49%,25%,,,,12%,,,2016
138287,203,104,99,-0.44,-0.61,-0.25,49.1,47.3,50.9,57%,20%,,,,18%,,,2016
116412,216,109,107,0.21,0.07,0.36,56.6,53.3,60,81%,52%,,,,33%,,,2016
116446,199,106,93,-0.29,-0.47,-0.1,47.2,45.3,49.3,55%,32%,,,,11%,,,2016
138038,194,88,106,0.09,0.08,0.1,48,46.3,49.5,56%,25%,,,,16%,,,2016
116432,147,73,74,-0.53,-0.89,-0.2,44,41.2,46.6,54%,46%,,,,12%,,,2016
116445,132,64,68,-0.2,-0.33,-0.07,47.6,45.7,49.4,60%,30%,,,,20%,,,2016
116498,213,106,107,-0.07,-0.2,0.05,52.6,51.4,53.7,67%,43%,,,,33%,,,2016
116428,113,49,64,-0.12,-0.19,-0.07,49.2,47.8,50.2,63%,19%,,,,15%,,,2016
116575,41,23,18,,,,62.2,61.6,62.9,90%,85%,,,,68%,,,2016
138720,157,90,67,-0.23,-0.27,-0.17,53.3,52.6,54.3,76%,27%,,,,22%,,,2016
137113,134,67,67,-1.02,-1.35,-0.7,37.4,33.5,41.3,40%,14%,,,,4%,,,2016
135240,10,7,3,,,,5.5,,,0%,0%,,,,0%,,,2016
140069,106,49,57,0.3,0.33,0.27,51.7,51.9,51.5,66%,75%,,,,11%,,,2016
116517,95,,95,,,,67,,67,97%,59%,,,,55%,,,2016
116447,165,78,87,-0.26,-0.5,-0.05,46.9,44.3,49.2,53%,57%,,,,31%,,,2016
116444,116,55,61,-0.55,-0.78,-0.33,44,40.6,47,47%,45%,,,,9%,,,2016
116442,106,56,50,0.19,0.04,0.36,52.3,51.7,52.9,77%,31%,,,,19%,,,2016
116413,176,91,85,0.08,0.08,0.09,49.3,47.6,51.1,65%,30%,,,,19%,,,2016
116515,64,30,34,,,,58.3,57,59.4,89%,63%,,,,44%,,,2016
116431,178,97,81,-0.22,-0.41,0.03,48.4,46.1,51.2,63%,23%,,,,17%,,,2016
136156,78,41,37,0.11,0.08,0.15,43.5,42.3,44.8,44%,15%,,,,4%,,,2016
116555,38,0,38,,,,57.7,,57.7,92%,47%,,,,47%,,,2016
116423,98,56,42,-0.15,-0.36,0.12,48.7,45.3,53.3,53%,9%,,,,6%,,,2016
116438,228,117,111,0.23,0.18,0.29,55.3,55.9,54.6,79%,43%,,,,30%,,,2016
116466,185,98,87,0.24,0.12,0.38,52.5,51,54.1,71%,63%,,,,36%,,,2016
116437,218,110,108,0.12,-0.14,0.39,53.5,49.6,57.5,72%,11%,,,,10%,,,2016
137229,229,115,114,0.34,0.19,0.49,55.2,53,57.3,79%,36%,,,,24%,,,2016
116422,167,88,79,-0.1,-0.33,0.16,53,49.7,56.7,74%,50%,,,,25%,,,2016
116405,160,89,71,-0.33,-0.5,-0.12,48.3,46.2,51,60%,29%,,,,20%,,,2016
116585,18,7,11,,,,49.8,37.1,57.9,78%,39%,,,,33%,,,2016
116595,29,16,13,,,,55.5,53.9,57.5,86%,31%,,,,21%,,,2016
116468,324,171,153,0.28,0.09,0.48,59.6,57.2,62.4,88%,51%,,,,45%,,,2016
116521,87,65,22,,,,51.4,51,52.7,0%,0%,,,,0%,,,2016
116563,37,17,20,,,,60,58.8,61,95%,70%,,,,62%,,,2016
140182,88,45,43,-0.23,-0.27,-0.19,45.6,42.2,49.2,56%,17%,,,,5%,,,2016
136640,279,139,140,0.34,0.34,0.34,57.3,56.6,58,82%,60%,,,,42%,,,2016
116559,16,10,6,,,,40.8,37.3,46.7,19%,6%,,,,6%,,,2016
138585,79,41,38,-0.05,-0.16,0.07,52.4,50.7,54.2,61%,47%,,,,32%,,,2016
136112,7,4,3,,,,3.7,,,0%,0%,,,,0%,,,2016
137125,188,108,80,-0.02,-0.09,0.09,52.7,50.4,55.9,73%,55%,,,,26%,,,2016
137345,225,110,115,0.07,-0.04,0.17,54.6,53.4,55.7,73%,74%,,,,47%,,,2016
116473,156,71,85,-0.14,-0.3,0,42.3,38.6,45.4,38%,48%,,,,6%,,,2016
137128,206,85,121,0.01,-0.16,0.12,55.5,52.6,57.5,71%,57%,,,,31%,,,2016
136903,258,118,140,-0.12,-0.45,0.16,53.5,49.7,56.8,73%,44%,,,,33%,,,2016
116418,145,63,82,-0.31,-0.52,-0.14,44.6,43.1,45.8,43%,13%,,,,10%,,,2016
137129,238,115,123,0.29,0.24,0.33,56,54.9,57,81%,39%,,,,26%,,,2016
116506,152,86,66,-0.1,-0.22,0.05,50,47,53.8,64%,41%,,,,24%,,,2016
116425,60,25,35,-0.13,-0.12,-0.14,42.9,44.2,42,47%,18%,,,,0%,,,2016
136657,247,123,124,0.02,0.01,0.04,54.1,51.7,56.5,69%,50%,,,,30%,,,2016
138135,240,137,103,0.27,0.02,0.61,57.7,54.1,62.3,81%,46%,,,,35%,,,2016
137239,242,135,107,0.31,0.29,0.34,55.5,55.2,55.9,71%,33%,,,,23%,,,2016
116513,36,19,17,,,,61.4,59.7,63.2,92%,86%,,,,69%,,,2016
116594,16,13,3,,,,29.3,,,0%,0%,,,,0%,,,2016
116518,32,,32,,,,63.3,,63.3,100%,63%,,,,59%,,,2016
116534,74,,74,,,,39.1,,39.1,0%,0%,,,,0%,,,2016
116543,104,104,0,,,,67.9,67.9,,98%,33%,,,,26%,,,2016
134769,35,22,13,,,,52.5,51.6,54,71%,34%,,,,31%,,,2016
116424,234,127,107,0.09,-0.11,0.34,54.6,52.1,57.5,74%,43%,,,,27%,,,2016
116426,118,70,48,-0.28,-0.33,-0.22,49.9,47.1,53.8,71%,32%,,,,22%,,,2016
116502,156,72,84,0.03,-0.01,0.07,55,54.4,55.6,76%,41%,,,,28%,,,2016
137315,127,59,68,0.09,0.04,0.14,47,42.1,51.2,51%,36%,,,,20%,,,2016
136715,278,144,134,0.39,0.22,0.58,60.3,58,62.7,87%,61%,,,,57%,,,2016
116411,175,95,80,0.15,-0.05,0.39,52.7,50.5,55.3,71%,33%,,,,25%,,,2016
116440,76,41,35,-0.42,-0.89,0.13,42,38.4,46.3,43%,30%,,,,13%,,,2016
116475,122,67,55,-0.11,0.01,-0.25,49.7,52.2,46.8,61%,35%,,,,14%,,,2016
116448,172,91,81,0.12,0.02,0.23,50.9,49.4,52.6,63%,56%,,,,35%,,,2016
116407,205,104,101,0.35,0.15,0.57,59.3,57.1,61.6,86%,61%,,,,44%,,,2016
136654,369,188,181,0.16,0.05,0.29,53.9,52.6,55.3,70%,32%,,,,22%,,,2016
116532,140,140,,,,,60.5,60.5,,0%,0%,,,,0%,,,2016
138920,101,48,53,-0.16,-0.48,0.11,44.1,42.6,45.5,54%,13%,,,,7%,,,2016
138184,259,159,100,0.11,-0.05,0.35,53,49.6,58.4,69%,53%,,,,39%,,,2016
116433,252,110,142,0.12,-0.06,0.26,56.1,55.4,56.7,80%,40%,,,,29%,,,2016
116617,27,18,9,-1.12,-1.11,-1.14,9.3,9.4,9.1,0%,0%,,,,0%,,,2016
140046,3,,,,,,,,,,,,,,,,,2016
141187,13,10,3,-3.02,,,9.3,,,8%,0%,,,,0%,,,2016
116586,10,8,2,,,,8.3,,,0%,0%,,,,0%,,,2016
137605,32,23,9,-1.39,-1.41,-1.35,14.9,15.9,12.3,9%,0%,,,,0%,,,2016
135823,5,,,,,,,,,,,,,,,,,2016
116639,20,15,5,-1.57,,,4.3,,,0%,0%,,,,0%,,,2016
116588,6,4,2,,,,35.2,,,17%,0%,,,,0%,,,2016
131559,4,,,,,,,,,,,,,,,,,2016
116565,2,,,,,,,,,,,,,,,,,2016
135105,2,,,,,,,,,,,,,,,,,2016
131068,8,7,1,-1.65,,,1.3,,,0%,0%,,,,0%,,,2016
116609,4,,,,,,,,,,,,,,,,,2016
116603,16,16,,-1.77,-1.77,,18.4,18.4,,0%,0%,,,,0%,,,2016
116614,1,,,,,,,,,,,,,,,,,2016
116589,11,8,3,,,,,,,,,,,,,,,2016
140732,7,7,,-2.63,-2.63,,0.4,0.4,,0%,0%,,,,0%,,,2016
116641,15,12,3,-1.02,,,10.1,,,0%,0%,,,,0%,,,2016
137279,3,,,,,,,,,,,,,,,,,2016
116637,32,23,9,-1.62,-1.54,-1.82,5.2,5.2,5.3,0%,0%,,,,0%,,,2016
116511,28,21,7,-1.49,-1.47,-1.58,1.6,2,0.4,0%,0%,,,,0%,,,2016
133581,12,12,,-2.68,-2.68,,8.3,8.3,,0%,0%,,,,0%,,,2016
116611,9,8,1,,,,,,,,,,,,,,,2016
116584,11,11,,,,,9.3,9.3,,0%,0%,,,,0%,,,2016
116618,10,4,6,,,,,,,,,,,,,,,2016
116640,29,21,8,-1.72,,,8.6,9.7,5.6,0%,0%,,,,0%,,,2016
116564,13,13,0,,,,19.5,19.5,,23%,0%,,,,0%,,,2016
116636,9,6,3,-1.63,,,5,,,0%,0%,,,,0%,,,2016
140697,196,95,101,-0.39,-0.62,-0.16,47.7,44.2,50.9,68%,76%,,,,27%,,,2016
135965,100,66,34,0.28,0.36,0.11,48.4,50,45.3,69%,51%,,,,27%,,,2016
116462,144,68,76,-0.36,-0.52,-0.23,42.3,40.5,44,51%,8%,,,,3%,,,2016
116463,186,86,100,-0.33,-0.48,-0.2,45.7,41.4,49.4,54%,25%,,,,10%,,,2016
116573,41,25,16,,,,57.6,56.6,59.3,76%,34%,,,,34%,,,2016
140605,182,111,71,-0.32,-0.44,-0.14,45.1,44.5,46.1,48%,51%,,,,17%,,,2016
139714,145,,145,0.39,,0.39,53.2,,53.2,66%,17%,,,,11%,,,2016
116583,171,103,68,,,,55.5,54.2,57.4,0%,0%,,,,0%,,,2016
116581,48,,48,,,,39.4,,39.4,0%,0%,,,,0%,,,2016
141175,239,138,101,-0.01,-0.12,0.13,48.5,47,50.6,61%,43%,,,,18%,,,2016
116505,136,70,66,0.49,0.36,0.63,54.4,51.8,57.2,78%,39%,,,,29%,,,2016
116582,75,51,24,,,,25.2,24,27.8,0%,0%,,,,0%,,,2016
116461,219,123,96,0,-0.2,0.26,51.8,49,55.3,69%,48%,,,,41%,,,2016
141875,116,116,0,-0.42,-0.42,,41.8,41.8,,39%,18%,,,,3%,,,2016
135308,29,20,9,-3.11,-3.3,-2.81,6.1,5.4,7.4,0%,0%,,,,0%,,,2016
140325,11,4,7,,,,,,,,,,,,,,,2016
116628,24,13,11,-1.72,-1.77,-1.66,2.3,2.8,1.6,0%,0%,,,,0%,,,2016
116458,294,147,147,0.02,-0.06,0.09,50.6,50.1,51,64%,40%,,,,27%,,,2016
116469,181,100,81,0.31,0.19,0.45,50.9,49.4,52.7,67%,43%,,,,28%,,,2016
116454,109,54,55,-0.72,-0.85,-0.59,39.9,38,41.7,36%,72%,,,,8%,,,2016
116568,56,32,24,,,,45.5,44.9,46.4,18%,9%,,,,9%,,,2016
116580,149,90,59,,,,26.1,24.4,28.7,0%,0%,,,,0%,,,2016
135628,101,49,52,-0.25,-0.36,-0.15,41.7,39.6,43.6,44%,4%,,,,2%,,,2016
135629,108,49,59,-0.02,-0.19,0.11,48.2,45.9,50,54%,6%,,,,4%,,,2016
116453,203,108,95,-0.62,-0.7,-0.52,40.3,38.3,42.5,36%,28%,,,,15%,,,2016
116450,137,75,62,0.46,0.39,0.55,51.3,51.6,50.9,59%,40%,,,,18%,,,2016
138476,193,,193,0.38,,0.38,58,,58,84%,51%,,,,40%,,,2016
116507,108,108,0,0.59,0.59,,55.1,55.1,,72%,52%,,,,31%,,,2016
116567,30,20,10,,,,55.4,54.5,57.2,77%,80%,,,,40%,,,2016
116451,203,94,109,-0.22,-0.48,0.01,48.8,44.9,52.1,63%,49%,,,,12%,,,2016
137037,146,78,68,0.1,0.02,0.19,52.5,51.8,53.3,66%,65%,,,,35%,,,2016
116465,125,70,55,-1.02,-1.09,-0.94,38.9,38.5,39.4,34%,34%,,,,13%,,,2016
116622,5,,,,,,,,,,,,,,,,,2016
116621,29,23,6,,,,,,,,,,,,,,,2016
116624,9,9,,-1.99,-1.99,,9.3,9.3,,0%,0%,,,,0%,,,2016
139265,1,,,,,,,,,,,,,,,,,2016
131556,3,,,,,,,,,,,,,,,,,2016
138833,531,280,251,-0.06,-0.23,0.12,51.6,49.3,54.2,69%,41%,,,,34%,,,2016
139624,535,278,257,0.66,0.49,0.84,57.7,55.7,60,81%,56%,,,,34%,,,2016
138819,126,68,58,0,-0.16,0.18,52.9,50.6,55.5,78%,37%,,,,18%,,,2016
137969,146,57,89,0.34,0.36,0.33,54.5,54.8,54.3,77%,29%,,,,23%,,,2016
138521,,,,,,,,,,,,,,,,,,2016
120341,25,20,5,,,,11.7,,,0%,0%,,,,0%,,,2016
135185,6,5,1,,,,54,,,83%,17%,,,,17%,,,2016
138820,,,,,,,,,,,,,,,,,,2016
140787,167,90,77,-0.03,-0.07,0.02,46.7,47,46.2,62%,23%,,,,13%,,,2016
141874,,,,,,,,,,,,,,,,,,2016
141894,127,69,58,-0.28,-0.44,-0.1,45.9,42.7,49.7,63%,30%,,,,18%,,,2016
138524,362,183,179,-0.18,-0.39,0.03,50.7,48.4,52.9,70%,17%,,,,11%,,,2016
138298,214,102,112,0.06,-0.22,0.32,54.2,50.6,57.6,74%,19%,,,,16%,,,2016
120339,45,26,19,,,,21.2,18.2,25.3,0%,0%,,,,0%,,,2016
138627,244,115,129,0.14,-0.02,0.28,53.8,52.3,55.1,68%,34%,,,,19%,,,2016
140103,,,,,,,,,,,,,,,,,,2016
138327,,,,,,,,,,,,,,,,,,2016
141682,493,244,249,-0.51,-0.75,-0.28,46.9,44.2,49.5,60%,13%,,,,9%,,,2016
120274,206,108,98,-0.12,-0.22,0,47.6,45.4,50,59%,37%,,,,14%,,,2016
137799,184,99,85,-0.43,-0.63,-0.18,47.5,44.2,51.5,63%,69%,,,,26%,,,2016
137617,205,91,114,0.41,0.29,0.51,53.9,50.7,56.5,66%,20%,,,,16%,,,2016
137540,,,,,,,,,,,,,,,,,,2016
138821,311,152,159,-0.38,-0.45,-0.31,46.2,45.6,46.7,59%,23%,,,,13%,,,2016
120334,124,60,64,,,,35.7,33.2,38.1,0%,0%,,,,0%,,,2016
137367,119,52,67,-0.08,-0.29,0.08,49.8,47.3,51.7,61%,62%,,,,42%,,,2016
138628,117,64,53,-0.63,-0.56,-0.7,45,46,43.8,60%,47%,,,,23%,,,2016
120332,137,137,,,,,53.3,53.3,,0%,0%,,,,0%,,,2016
120333,81,,81,,,,43.3,,43.3,0%,0%,,,,0%,,,2016
138150,550,282,268,-0.13,-0.25,-0.01,52.7,51,54.6,66%,11%,,,,8%,,,2016
137115,,,,,,,,,,,,,,,,,,2016
120314,10,2,8,,,,56,,,60%,70%,,,,30%,,,2016
138108,159,89,70,0.3,0.25,0.35,56.8,53.6,60.9,82%,67%,,,,37%,,,2016
137828,189,103,86,-0.06,-0.24,0.16,51.7,49.7,54.2,61%,67%,,,,33%,,,2016
138223,78,46,32,-1.23,-1.4,-1.01,31.1,28.1,35.4,28%,0%,,,,0%,,,2016
120317,29,0,29,,,,61,,61,90%,59%,,,,45%,,,2016
120316,83,42,41,,,,52.5,48.6,56.5,75%,0%,,,,0%,,,2016
137640,145,68,77,-0.31,-0.6,-0.06,49,45,52.5,63%,23%,,,,17%,,,2016
137968,,,,,,,,,,,,,,,,,,2016
137161,397,206,191,-0.18,-0.26,-0.1,53.6,51.8,55.7,85%,27%,,,,21%,,,2016
138079,,,,,,,,,,,,,,,,,,2016
138290,82,36,46,0.38,0.41,0.35,57.5,56.1,58.6,87%,50%,,,,27%,,,2016
141012,23,20,3,0.15,,,47.6,,,65%,0%,,,,0%,,,2016
139442,111,60,51,0.07,-0.23,0.41,50.8,46.7,55.7,77%,41%,,,,18%,,,2016
137931,158,86,72,-0.09,-0.33,0.19,43.7,41.3,46.7,45%,43%,,,,21%,,,2016
130747,6,6,0,-1.88,-1.88,,15.4,15.4,,17%,0%,,,,0%,,,2016
137317,34,17,17,-0.49,-0.34,-0.64,38.8,40.1,37.6,44%,24%,,,,6%,,,2016
138527,,,,,,,,,,,,,,,,,,2016
120331,37,21,16,,,,67.2,66,68.7,97%,54%,,,,54%,,,2016
137170,,,,,,,,,,,,,,,,,,2016
137984,,,,,,,,,,,,,,,,,,2016
138894,271,141,130,0.1,0.04,0.17,46.6,45.3,48,49%,27%,,,,15%,,,2016
141129,95,51,44,-0.61,-0.77,-0.4,42,39.4,45.1,49%,25%,,,,7%,,,2016
138537,125,66,59,-1.23,-1.24,-1.21,34.8,33.9,35.8,27%,12%,,,,4%,,,2016
137401,132,67,65,0.04,-0.09,0.18,50.7,48.4,53,67%,65%,,,,36%,,,2016
137983,291,155,136,-0.32,-0.53,-0.08,46.7,43.7,50.1,60%,12%,,,,7%,,,2016
120352,4,,,,,,,,,,,,,,,,,2016
134640,11,10,1,-1.7,,,3.4,,,0%,0%,,,,0%,,,2016
138156,23,13,10,-1.81,-1.93,-1.65,1.2,0,2.7,0%,0%,,,,0%,,,2016
137905,14,11,3,,,,,,,,,,,,,,,2016
120330,8,8,,,,,6,6,,0%,0%,,,,0%,,,2016
141127,3,,,,,,,,,,,,,,,,,2016
134438,15,14,1,,,,6.3,,,0%,0%,,,,0%,,,2016
120348,25,15,10,-1.46,-1.36,-1.58,8.2,7.9,8.7,0%,0%,,,,0%,,,2016
128078,4,,,,,,,,,,,,,,,,,2016
135217,6,5,1,,,,9.7,,,17%,0%,,,,0%,,,2016
135218,6,5,1,,,,3.5,,,0%,0%,,,,0%,,,2016
138935,12,6,6,,,,,,,,,,,,,,,2016
139734,1,,,,,,,,,,,,,,,,,2016
134809,4,,,,,,,,,,,,,,,,,2016
136823,10,0,10,,,,39.9,,39.9,20%,10%,,,,10%,,,2016
120294,168,76,92,0.03,-0.14,0.18,41.1,37.9,43.8,51%,23%,,,,14%,,,2016
120281,199,106,93,-0.06,-0.12,0.01,47.7,47.6,47.8,54%,12%,,,,9%,,,2016
120297,223,123,100,-0.15,-0.36,0.11,47.5,44.4,51.2,57%,28%,,,,16%,,,2016
120277,235,142,93,-0.12,-0.29,0.15,47.3,43.9,52.3,57%,15%,,,,12%,,,2016
120345,17,17,,,,,51.1,51.1,,94%,94%,,,,18%,,,2016
120306,180,83,97,-0.04,-0.08,0,50.7,49.5,51.7,62%,48%,,,,24%,,,2016
120298,165,84,81,0.48,0.48,0.47,48.7,49.5,47.8,58%,15%,,,,10%,,,2016
120285,235,127,108,-0.71,-0.8,-0.6,36,34,38.3,41%,20%,,,,3%,,,2016
137561,31,17,14,,,,57.4,59,55.4,74%,55%,,,,32%,,,2016
133349,21,,21,,,,61.4,,61.4,90%,48%,,,,48%,,,2016
120287,243,117,126,-0.07,-0.34,0.17,52.5,49.9,54.8,72%,54%,,,,37%,,,2016
120283,179,179,,-0.46,-0.46,,42.4,42.4,,47%,17%,,,,11%,,,2016
120324,28,,28,,,,62.4,,62.4,57%,0%,,,,0%,,,2016
138869,62,62,,-0.02,-0.02,,53.9,53.9,,74%,18%,,,,10%,,,2016
129645,61,,61,0.11,,0.11,51,,51,66%,16%,,,,13%,,,2016
120292,207,133,74,-0.44,-0.59,-0.18,45,44.2,46.5,54%,33%,,,,13%,,,2016
131945,139,71,68,-0.5,-0.58,-0.41,41.3,39.6,43.1,46%,34%,,,,11%,,,2016
120282,270,144,126,0.48,0.36,0.62,54.8,51.8,58.1,73%,76%,,,,50%,,,2016
120326,18,13,5,,,,44.7,,,56%,56%,,,,28%,,,2016
120307,176,84,92,-0.19,-0.47,0.05,49.3,46.4,51.9,58%,30%,,,,20%,,,2016
120279,231,,231,0.06,,0.06,53.4,,53.4,71%,36%,,,,28%,,,2016
120286,254,130,124,0.29,0.13,0.45,51.3,49.6,53.2,71%,49%,,,,29%,,,2016
128364,74,34,40,-1.12,-1.35,-0.92,34.9,33.8,35.8,32%,22%,,,,8%,,,2016
139559,8,5,3,,,,,,,,,,,,,,,2016
138094,8,5,3,-1.58,,,3.4,,,0%,0%,,,,0%,,,2016
130371,39,29,10,-1.93,-1.94,-1.87,0.6,0.8,0,0%,0%,,,,0%,,,2016
131187,22,16,6,-1.62,,,15.8,18.2,9.5,5%,0%,,,,0%,,,2016
120362,16,16,,-1.61,-1.61,,15.5,15.5,,6%,0%,,,,0%,,,2016
120361,9,6,3,,,,,,,,,,,,,,,2016
131099,11,6,5,,,,,,,,,,,,,,,2016
137340,152,78,74,0.39,0.29,0.5,54.8,52.8,57,76%,30%,,,,22%,,,2016
136530,165,93,72,0.35,0.22,0.52,57,53.1,62,80%,29%,,,,25%,,,2016
120322,175,85,90,,,,30.6,29.9,31.2,0%,0%,,,,0%,,,2016
136629,172,94,78,0.13,-0.06,0.35,54,52.4,55.9,73%,38%,,,,31%,,,2016
120320,153,96,57,,,,23.5,21.6,26.8,0%,0%,,,,0%,,,2016
131018,2,,,,,,,,,,,,,,,,,2016
134938,27,27,,,,,10.9,10.9,,4%,0%,,,,0%,,,2016
124449,104,54,50,0.14,0.09,0.21,47.3,47.5,46.9,57%,5%,,,,5%,,,2016
124470,32,4,28,,,,46.1,,,50%,44%,,,,25%,,,2016
140123,197,103,94,0.27,0.19,0.34,53.3,52.5,54.2,73%,47%,,,,23%,,,2016
137356,184,103,81,-0.09,-0.21,0.05,46.5,43.9,49.9,59%,29%,,,,21%,,,2016
124459,118,52,66,-0.26,-0.42,-0.13,48.1,48.6,47.7,55%,14%,,,,8%,,,2016
124455,104,55,49,-0.25,-0.41,-0.08,50.6,48.7,52.8,61%,25%,,,,17%,,,2016
124396,152,85,67,-0.18,-0.3,-0.02,51,49.9,52.5,61%,61%,,,,40%,,,2016
137384,192,95,97,0.05,-0.03,0.12,49.4,48.4,50.3,35%,8%,,,,4%,,,2016
124468,156,76,80,-0.16,-0.42,0.08,51.2,47.3,54.9,60%,43%,,,,18%,,,2016
124486,21,12,9,,,,55.6,57.2,53.6,100%,76%,,,,19%,,,2016
131695,5,,,,,,,,,,,,,,,,,2016
124443,221,107,114,-0.01,-0.11,0.08,50.8,49,52.4,69%,22%,,,,17%,,,2016
136959,97,39,58,-0.05,-0.38,0.16,50.1,43.5,54.5,64%,39%,,,,23%,,,2016
124425,211,106,105,-0.21,-0.3,-0.12,50.1,49.4,50.7,60%,27%,,,,11%,,,2016
140470,123,59,64,0.01,-0.05,0.08,49.5,47.2,51.6,45%,89%,,,,30%,,,2016
124412,197,94,103,-0.14,-0.25,-0.04,53,51.9,54.1,63%,84%,,,,37%,,,2016
124400,233,117,116,0.04,-0.16,0.26,49.1,46,52.3,62%,8%,,,,6%,,,2016
136414,321,152,169,0.27,0.05,0.46,53.8,52.5,55,77%,66%,,,,39%,,,2016
124473,91,58,33,,,,49.2,46.5,53.8,0%,0%,,,,0%,,,2016
124401,137,78,59,-0.47,-0.6,-0.3,48.7,47.2,50.7,66%,51%,,,,28%,,,2016
136886,140,72,68,0,-0.06,0.07,54.1,53.7,54.4,73%,64%,,,,22%,,,2016
124422,207,95,112,-0.08,-0.16,-0.02,52.7,50.8,54.3,71%,47%,,,,37%,,,2016
124402,175,79,96,-0.18,-0.25,-0.11,46.5,44.5,48.1,46%,20%,,,,13%,,,2016
137103,118,59,59,-0.54,-0.7,-0.39,43.1,40.7,45.5,43%,23%,,,,13%,,,2016
137100,121,63,58,0.22,-0.01,0.46,51.1,49.9,52.3,58%,34%,,,,26%,,,2016
139234,182,161,21,-0.44,-0.46,-0.28,48.1,47.5,52.5,69%,0%,,,,0%,,,2016
136323,224,114,110,0.26,0.01,0.52,56.3,54.8,58,71%,60%,,,,43%,,,2016
124445,136,73,63,-0.42,-0.46,-0.37,43.6,41.9,45.5,49%,27%,,,,10%,,,2016
124408,216,106,110,-0.05,-0.15,0.05,54.3,53.1,55.4,80%,54%,,,,34%,,,2016
141700,78,44,34,-0.51,-0.81,-0.16,44.5,40.9,49.1,51%,51%,,,,24%,,,2016
