URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
104713,198,,198,-0.3,,-0.3,50.5,,50.5,64%,58%,,,,30%,,,2016
104698,241,158,83,-0.39,-0.38,-0.42,46.2,45.9,46.7,58%,52%,,,,33%,,,2016
104714,218,218,,-0.23,-0.23,,50.6,50.6,,65%,18%,,,,15%,,,2016
138787,152,104,48,-0.55,-0.43,-0.81,41.4,43.1,37.8,42%,14%,,,,7%,,,2016
104730,10,6,4,,,,51.2,,,70%,30%,,,,30%,,,2016
136409,40,40,,-0.54,-0.54,,39.9,39.9,,20%,45%,,,,15%,,,2016
136119,131,81,50,-0.92,-1.09,-0.64,37.7,35.8,40.8,31%,7%,,,,5%,,,2016
104692,121,71,50,-0.78,-0.79,-0.78,43,42.1,44.2,47%,64%,,,,17%,,,2016
104700,221,126,95,-0.58,-0.57,-0.59,41.7,40.7,42.9,42%,45%,,,,14%,,,2016
104688,117,,117,-0.49,,-0.49,44.1,,44.1,52%,26%,,,,17%,,,2016
104703,91,57,34,0.56,0.48,0.7,59.7,58.4,61.9,87%,57%,,,,35%,,,2016
137675,89,54,35,-1,-1.18,-0.75,33.2,31.1,36.5,28%,10%,,,,3%,,,2016
139686,84,46,38,-0.2,-0.47,0.18,58.6,55.8,61.9,87%,86%,,,,61%,,,2016
104722,13,5,8,,,,5.1,,,0%,0%,,,,0%,,,2016
139588,94,36,58,-0.29,-0.37,-0.25,51.5,49,53,62%,21%,,,,16%,,,2016
131065,237,142,95,-0.09,-0.2,0.07,47.2,45.4,49.8,54%,28%,,,,11%,,,2016
104706,110,0,110,-0.32,,-0.32,45.1,,45.1,53%,33%,,,,18%,,,2016
136735,166,93,73,0.05,-0.02,0.11,59.2,58.1,60.5,82%,70%,,,,54%,,,2016
138463,172,172,,-0.22,-0.22,,47.9,47.9,,59%,27%,,,,19%,,,2016
104721,123,0,123,-0.12,,-0.12,52.3,,52.3,76%,54%,,,,37%,,,2016
104715,122,,122,-0.03,,-0.03,49.3,,49.3,69%,46%,,,,25%,,,2016
104712,144,,144,-0.28,,-0.28,48.3,,48.3,65%,49%,,,,21%,,,2016
138850,148,148,,-0.46,-0.46,,52.7,52.7,,73%,44%,,,,26%,,,2016
142128,,,,,,,,,,,,,,,,,,2016
139589,73,61,12,-0.29,-0.2,-0.75,49.2,49.4,48,49%,3%,,,,3%,,,2016
138696,169,169,,-0.09,-0.09,,51.2,51.2,,67%,18%,,,,15%,,,2016
104736,10,9,1,-1.92,,,10,,,0%,0%,,,,0%,,,2016
133441,24,10,14,-1.45,-1.47,-1.44,4.5,3.3,5.4,0%,0%,,,,0%,,,2016
134658,15,12,3,-2.03,,,1.9,,,0%,0%,,,,0%,,,2016
104742,15,15,,-2.26,-2.26,,6.7,6.7,,0%,0%,,,,0%,,,2016
133309,5,,,,,,,,,,,,,,,,,2016
104748,16,4,12,,,,,,,,,,,,,,,2016
104749,8,5,3,,,,,,,,,,,,,,,2016
104735,4,,,,,,,,,,,,,,,,,2016
104734,1,,,,,,,,,,,,,,,,,2016
130961,16,9,7,-2.29,,,0.8,1,0.4,0%,0%,,,,0%,,,2016
104739,7,7,0,-1.68,-1.68,,15.7,15.7,,0%,0%,,,,0%,,,2016
104829,198,88,110,-0.44,-0.55,-0.36,49.1,46.7,51,60%,56%,,,,22%,,,2016
104834,229,123,106,-0.17,-0.45,0.17,54,51,57.5,70%,41%,,,,31%,,,2016
104827,91,39,52,-0.75,-0.88,-0.66,45.7,44.3,46.7,52%,80%,,,,19%,,,2016
136421,219,103,116,-0.39,-0.57,-0.24,47.3,45.3,49,58%,49%,,,,25%,,,2016
104826,241,127,114,0,-0.08,0.09,55.3,53.1,57.8,79%,17%,,,,17%,,,2016
104830,243,130,113,0.01,-0.09,0.12,55.7,54.5,57.1,68%,45%,,,,36%,,,2016
104833,112,66,46,-0.14,-0.15,-0.13,47.6,47.4,47.9,54%,53%,,,,17%,,,2016
104835,156,81,75,-0.27,-0.4,-0.14,47,46.1,48,60%,28%,,,,12%,,,2016
130488,41,12,29,-0.81,-0.17,-1.08,37.4,37.6,37.3,20%,0%,,,,0%,,,2016
136141,195,103,92,-0.57,-0.59,-0.56,44.8,44.3,45.3,48%,3%,,,,2%,,,2016
104837,36,15,21,,,,63.4,60.6,65.3,92%,8%,,,,8%,,,2016
134865,17,13,4,-1.55,,,0.1,,,0%,0%,,,,0%,,,2016
131022,13,11,2,,,,,,,,,,,,,,,2016
104839,9,9,,,,,6.9,6.9,,0%,0%,,,,0%,,,2016
104843,13,11,2,-3.35,,,4,,,0%,0%,,,,0%,,,2016
134888,5,,,,,,,,,,,,,,,,,2016
137297,168,168,,0.11,0.11,,53.2,53.2,,61%,32%,,,,25%,,,2016
137514,201,99,102,-0.06,-0.18,0.07,51.6,49.5,53.6,53%,59%,,,,31%,,,2016
104964,210,99,111,-0.35,-0.59,-0.15,49.8,47.4,51.9,60%,24%,,,,19%,,,2016
137533,210,98,112,-0.07,-0.26,0.1,54.9,50.8,58.4,75%,62%,,,,33%,,,2016
137436,157,76,81,-0.02,-0.2,0.15,54.1,51.7,56.3,79%,26%,,,,22%,,,2016
137604,183,1,182,0.39,,,57.5,,,77%,75%,,,,53%,,,2016
138260,66,28,38,-0.53,-1.07,-0.17,44.3,37.5,49.2,50%,44%,,,,14%,,,2016
141693,163,92,71,-0.42,-0.55,-0.25,45.3,44.2,46.8,50%,84%,,,,34%,,,2016
104962,113,60,53,0.02,-0.13,0.18,52.2,49.2,55.5,67%,36%,,,,28%,,,2016
130490,58,16,42,-2.62,-2.92,-2.51,16.7,13.6,17.9,2%,0%,,,,0%,,,2016
141694,166,81,85,-0.18,-0.44,0.06,48.3,46,50.5,50%,29%,,,,16%,,,2016
137520,167,92,75,-0.87,-1.02,-0.68,43.9,42.1,46.3,49%,63%,,,,16%,,,2016
104960,238,127,111,-0.29,-0.49,-0.08,51.8,50,53.8,66%,43%,,,,32%,,,2016
104956,143,75,68,0.41,0.37,0.45,52,50,54.3,66%,57%,,,,24%,,,2016
104973,78,78,,,,,48.7,48.7,,0%,0%,,,,0%,,,2016
104974,71,,71,,,,69.1,,69.1,97%,77%,,,,75%,,,2016
137612,194,118,76,0.15,0.11,0.22,56,55.1,57.4,76%,41%,,,,32%,,,2016
104961,207,101,106,-0.41,-0.5,-0.33,51.8,49,54.5,76%,28%,,,,22%,,,2016
104963,70,30,40,-1.09,-1.26,-0.97,39.6,36.4,42,49%,27%,,,,16%,,,2016
104972,35,15,20,,,,65.7,65.4,65.9,97%,71%,,,,54%,,,2016
141338,71,34,37,-0.16,-0.32,-0.02,47.6,46.5,48.6,52%,7%,,,,1%,,,2016
104959,120,59,61,-0.34,-0.55,-0.13,45,43,46.9,45%,36%,,,,25%,,,2016
104944,112,55,57,-0.12,-0.28,0.03,46.8,45.4,48.2,54%,28%,,,,15%,,,2016
104966,6,0,6,,,,44.3,,44.3,33%,17%,,,,0%,,,2016
104975,11,5,6,,,,10.3,,,0%,0%,,,,0%,,,2016
104980,24,19,5,-1.43,,,8.1,,,0%,0%,,,,0%,,,2016
104979,9,4,5,,,,,,,,,,,,,,,2016
104982,12,11,1,-2.59,,,10.1,,,0%,0%,,,,0%,,,2016
136088,9,9,0,,,,3.4,3.4,,0%,0%,,,,0%,,,2016
133748,7,7,0,,,,,,,,,,,,,,,2016
104977,7,7,0,-1.3,-1.3,,9.9,9.9,,0%,0%,,,,0%,,,2016
104983,9,7,2,,,,,,,,,,,,,,,2016
105106,128,86,42,-0.62,-0.82,-0.22,40.6,38.6,44.7,47%,35%,,,,10%,,,2016
135877,108,,108,0.44,,0.44,58.9,,58.9,76%,48%,,,,37%,,,2016
136411,118,65,53,-0.36,-0.3,-0.45,42.1,42.4,41.7,49%,31%,,,,21%,,,2016
105123,59,44,15,,,,54.9,55.5,53.2,0%,0%,,,,0%,,,2016
139144,165,165,,0.36,0.36,,68.1,68.1,,98%,96%,,,,85%,,,2016
138355,177,93,84,-0.31,-0.43,-0.17,45.5,43.8,47.5,53%,16%,,,,9%,,,2016
105121,25,19,6,,,,50.9,50.4,52.7,84%,20%,,,,16%,,,2016
141131,94,38,56,-0.97,-1.03,-0.93,33.8,34,33.6,22%,10%,,,,0%,,,2016
105103,136,136,,0.05,0.05,,50.6,50.6,,54%,15%,,,,13%,,,2016
136895,99,60,39,-0.3,-0.18,-0.48,43.2,44.4,41.5,52%,8%,,,,6%,,,2016
105101,143,48,95,-0.01,-0.58,0.27,49.6,41.9,53.5,62%,24%,,,,15%,,,2016
137130,152,,152,0.09,,0.09,48.4,,48.4,68%,40%,,,,28%,,,2016
105097,106,61,45,-0.68,-0.65,-0.71,43,42.6,43.4,58%,48%,,,,20%,,,2016
136780,118,118,,-0.24,-0.24,,58.7,58.7,,92%,94%,,,,68%,,,2016
139031,224,129,95,0.45,0.42,0.5,54.4,54.6,54.1,67%,77%,,,,37%,,,2016
105110,260,153,107,-0.62,-0.6,-0.65,42.8,43.3,42,34%,15%,,,,8%,,,2016
105107,137,79,58,-0.09,-0.2,0.08,48.7,47.4,50.4,59%,38%,,,,15%,,,2016
137929,139,,139,0.32,,0.32,64.8,,64.8,99%,98%,,,,73%,,,2016
137815,250,,250,0.19,,0.19,51.6,,51.6,71%,37%,,,,27%,,,2016
137243,189,,189,0.47,,0.47,68.4,,68.4,98%,81%,,,,76%,,,2016
137476,158,158,,0.22,0.22,,66.7,66.7,,97%,96%,,,,77%,,,2016
137171,165,,165,0.42,,0.42,69.8,,69.8,100%,82%,,,,79%,,,2016
138853,267,154,113,0.04,-0.13,0.28,47.8,45.8,50.4,55%,53%,,,,26%,,,2016
105129,32,21,11,-0.81,-0.82,-0.79,14.3,15,13,0%,0%,,,,0%,,,2016
105131,16,12,4,,,,,,,,,,,,,,,2016
105130,12,12,,-2.72,-2.72,,7,7,,0%,0%,,,,0%,,,2016
105133,6,4,2,,,,,,,,,,,,,,,2016
127715,9,7,2,-2.17,,,10.6,,,0%,0%,,,,0%,,,2016
105137,21,16,5,-1.69,,,20.2,,,29%,0%,,,,0%,,,2016
130285,27,27,,,,,45.2,45.2,,52%,0%,,,,0%,,,2016
138498,3,,,,,,,,,,,,,,,,,2016
135096,118,,118,0.75,,0.75,60.1,,60.1,83%,89%,,,,61%,,,2016
135981,130,63,67,-0.82,-0.84,-0.8,37.5,34.4,40.4,19%,6%,,,,4%,,,2016
105271,129,129,,,,,47.5,47.5,,19%,0%,,,,0%,,,2016
105272,110,,110,,,,70.5,,70.5,98%,91%,,,,90%,,,2016
141941,,,,,,,,,,,,,,,,,,2016
105267,265,119,146,-0.1,-0.24,0.01,55.7,52.5,58.2,77%,62%,,,,40%,,,2016
140959,,,,,,,,,,,,,,,,,,2016
135770,176,111,65,-0.13,-0.29,0.18,44.8,42.9,48,52%,41%,,,,16%,,,2016
105257,259,149,110,-0.49,-0.58,-0.37,45,43.3,47.2,46%,32%,,,,17%,,,2016
136135,57,36,21,-1.09,-1.35,-0.64,37.7,35.8,41,32%,49%,,,,4%,,,2016
134646,140,79,61,0,-0.03,0.04,48.9,48.8,49,59%,26%,,,,14%,,,2016
105256,174,87,87,-0.35,-0.56,-0.13,44.5,40.8,48.2,49%,9%,,,,3%,,,2016
105269,2,,,,,,,,,,,,,,,,,2016
133285,20,,20,,,,45.5,,45.5,0%,0%,,,,0%,,,2016
105263,171,95,76,-0.16,-0.06,-0.29,47.3,47.4,47.2,46%,29%,,,,24%,,,2016
105261,305,173,132,-0.24,-0.35,-0.1,49.2,46.4,52.8,67%,17%,,,,11%,,,2016
105266,205,121,84,0.05,-0.02,0.16,55.9,55.5,56.4,82%,46%,,,,36%,,,2016
105262,169,86,83,-0.13,-0.25,-0.01,53.5,50.8,56.2,71%,17%,,,,12%,,,2016
105259,149,83,66,-0.02,-0.18,0.19,48.9,46.8,51.6,54%,45%,,,,27%,,,2016
140500,228,122,106,-0.48,-0.64,-0.3,41.2,38.7,44.1,40%,34%,,,,16%,,,2016
105264,228,124,104,0.41,0.22,0.62,57,54.1,60.5,76%,40%,,,,30%,,,2016
105253,237,132,105,-0.41,-0.48,-0.31,51.2,50.2,52.4,67%,25%,,,,19%,,,2016
105252,175,96,79,-0.19,-0.36,0.01,51.5,48.8,54.8,66%,13%,,,,10%,,,2016
105280,3,,,,,,,,,,,,,,,,,2016
105278,9,5,4,,,,,,,,,,,,,,,2016
142766,,,,,,,,,,,,,,,,,,2016
131692,13,10,3,-2.55,,,7.1,,,0%,0%,,,,0%,,,2016
105277,23,18,5,-1.29,,,5,,,0%,0%,,,,0%,,,2016
105276,10,10,0,-0.57,-0.57,,21.6,21.6,,0%,0%,,,,0%,,,2016
105364,111,69,42,-0.7,-0.69,-0.72,42.9,43.3,42.3,47%,43%,,,,14%,,,2016
105365,155,73,82,-0.01,-0.21,0.17,55.2,52.9,57.3,70%,86%,,,,35%,,,2016
105373,64,64,,,,,20.5,20.5,,0%,0%,,,,0%,,,2016
105374,69,0,69,,,,67.2,,67.2,97%,91%,,,,81%,,,2016
105363,178,91,87,-0.09,-0.33,0.16,50.1,45.8,54.6,62%,37%,,,,6%,,,2016
105372,22,22,,,,,51,51,,73%,95%,,,,59%,,,2016
105355,157,67,90,0.25,0.16,0.32,50.1,49.6,50.4,57%,27%,,,,24%,,,2016
105354,188,92,96,0.28,0.13,0.43,54.1,51.7,56.3,67%,38%,,,,28%,,,2016
134195,16,16,,0.61,0.61,,59.2,59.2,,75%,63%,,,,63%,,,2016
105358,167,90,77,0.14,0.01,0.29,52.5,49.4,56.2,58%,80%,,,,42%,,,2016
105360,167,88,79,-0.06,-0.26,0.18,49.1,48.4,49.9,53%,57%,,,,35%,,,2016
105362,137,65,72,-0.02,-0.23,0.16,48.8,47.9,49.6,58%,42%,,,,20%,,,2016
105367,203,99,104,-0.2,-0.28,-0.13,51.7,49.6,53.8,71%,22%,,,,14%,,,2016
105366,202,92,110,-0.03,-0.14,0.07,53.1,49.6,56.1,66%,55%,,,,39%,,,2016
105357,156,85,71,-0.32,-0.37,-0.26,50.6,49.7,51.6,60%,29%,,,,19%,,,2016
105361,195,108,87,-0.01,-0.21,0.24,55.1,52.9,58,76%,72%,,,,41%,,,2016
140205,1,,,,,,,,,,,,,,,,,2016
105378,29,23,6,-1.46,-1.44,-1.54,2.9,3.7,0,0%,0%,,,,0%,,,2016
105601,23,17,6,,,,5.8,5.8,6,0%,0%,,,,0%,,,2016
105560,245,118,127,0.52,0.46,0.57,50.1,48.6,51.4,58%,21%,,,,12%,,,2016
105581,170,74,96,-0.22,-0.34,-0.14,49.5,49.1,49.8,55%,21%,,,,15%,,,2016
140703,170,170,,0.15,0.15,,43.3,43.3,,51%,17%,,,,12%,,,2016
138097,96,56,40,-0.87,-0.77,-1.02,34.6,31.9,38.3,28%,10%,,,,2%,,,2016
105588,32,14,18,,,,53.7,50,56.6,94%,0%,,,,0%,,,2016
139148,297,164,133,0.16,0.07,0.27,51.9,49.7,54.6,66%,55%,,,,39%,,,2016
136174,119,66,53,0.14,0.32,-0.09,47.3,46.5,48.2,55%,38%,,,,18%,,,2016
141884,,,,,,,,,,,,,,,,,,2016
136089,177,99,78,-0.56,-0.64,-0.45,40.7,41.8,39.2,42%,26%,,,,6%,,,2016
131015,30,30,,,,,37.3,37.3,,50%,0%,,,,0%,,,2016
141680,21,12,9,,,,0.2,0.4,0,0%,0%,,,,0%,,,2016
131979,29,29,,,,,55.6,55.6,,62%,62%,,,,34%,,,2016
137309,126,57,69,0.1,0.05,0.14,62.6,61.5,63.5,91%,37%,,,,33%,,,2016
141196,195,,195,0.49,,0.49,49.3,,49.3,55%,70%,,,,44%,,,2016
105574,158,90,68,-0.16,-0.34,0.05,47.4,44.4,51.5,55%,63%,,,,20%,,,2016
134224,170,111,59,0.15,0.08,0.27,45.6,45,46.7,53%,6%,,,,3%,,,2016
136105,226,115,111,-0.08,-0.05,-0.11,47.2,45.7,48.9,57%,18%,,,,9%,,,2016
142762,,,,,,,,,,,,,,,,,,2016
135905,130,47,83,-0.15,-0.39,-0.04,44.2,39.6,46.9,49%,26%,,,,11%,,,2016
141107,10,7,3,-2.2,,,25.6,,,40%,0%,,,,0%,,,2016
135874,93,50,43,-0.31,-0.52,-0.07,44.1,42.3,46.2,55%,54%,,,,18%,,,2016
105591,194,194,,,,,31.3,31.3,,31%,0%,,,,0%,,,2016
135875,107,53,54,-0.22,-0.58,0.13,42.2,39.3,45.1,36%,16%,,,,9%,,,2016
105592,103,,103,,,,73.4,,73.4,100%,85%,,,,84%,,,2016
130318,33,,33,,,,60.5,,60.5,79%,67%,,,,39%,,,2016
135948,16,8,8,,,,0.4,0.8,0,0%,0%,,,,0%,,,2016
142224,10,8,2,,,,,,,,,,,,,,,2016
136264,16,9,7,,,,,,,,,,,,,,,2016
137887,25,19,6,,,,,,,,,,,,,,,2016
141392,160,87,73,-0.48,-0.59,-0.34,43.4,40.7,46.7,42%,26%,,,,8%,,,2016
105576,145,76,69,-0.13,-0.43,0.23,46.5,43.4,49.8,57%,23%,,,,8%,,,2016
105556,295,167,128,0.31,0.29,0.33,54.6,53.6,55.8,73%,61%,,,,33%,,,2016
105594,94,51,43,,,,29.2,23.5,36,0%,0%,,,,0%,,,2016
105577,218,111,107,-0.39,-0.53,-0.25,47.4,45.4,49.6,50%,39%,,,,24%,,,2016
139456,173,97,76,-0.33,-0.37,-0.28,42.8,41.2,44.8,46%,49%,,,,15%,,,2016
131880,175,102,73,0.2,0.21,0.2,49.6,48,52,59%,15%,,,,7%,,,2016
136242,4,,,,,,,,,,,,,,,,,2016
137801,239,132,107,0.15,-0.03,0.38,52.8,50.8,55.3,66%,25%,,,,15%,,,2016
141264,255,,255,0.25,,0.25,49.1,,49.1,54%,62%,,,,34%,,,2016
135296,122,71,51,0.04,-0.07,0.19,53.4,51.6,56,72%,32%,,,,24%,,,2016
105595,83,,83,,,,78,,78,100%,76%,,,,76%,,,2016
105564,332,195,137,0.3,0.23,0.39,49,47,51.9,60%,46%,,,,28%,,,2016
105604,6,6,,-2.09,-2.09,,4.3,4.3,,0%,0%,,,,0%,,,2016
130386,11,10,1,,,,6.2,,,0%,0%,,,,0%,,,2016
105622,12,11,1,,,,,,,,,,,,,,,2016
105608,2,,,,,,,,,,,,,,,,,2016
105614,25,22,3,-2.91,,,4.2,,,0%,0%,,,,0%,,,2016
138532,21,13,8,,,,,,,,,,,,,,,2016
132905,20,10,10,,,,,,,,,,,,,,,2016
142893,,,,,,,,,,,,,,,,,,2016
105855,11,8,3,,,,51.5,,,64%,91%,,,,27%,,,2016
105844,179,89,90,-0.13,-0.13,-0.12,50.1,49.6,50.6,58%,20%,,,,16%,,,2016
105837,231,113,118,0.03,-0.19,0.26,47.8,45,50.5,62%,53%,,,,27%,,,2016
140091,234,127,107,0.1,-0.08,0.32,53.4,51.5,55.7,73%,18%,,,,15%,,,2016
131726,111,58,53,0.13,0.26,0,51.1,50.4,51.8,69%,41%,,,,31%,,,2016
135795,178,88,90,0.17,0.06,0.27,44.8,43.1,46.5,52%,10%,,,,6%,,,2016
105839,165,78,87,-0.17,-0.28,-0.07,46.9,46.4,47.3,54%,20%,,,,13%,,,2016
105842,187,95,92,0.27,0.23,0.31,51.5,49.8,53.2,64%,17%,,,,12%,,,2016
105840,250,122,128,-0.06,-0.34,0.21,51.9,49.3,54.5,63%,55%,,,,32%,,,2016
134575,20,0,20,,,,50.6,,50.6,80%,75%,,,,50%,,,2016
135313,90,40,50,-0.38,-0.59,-0.21,44.6,42,46.7,40%,29%,,,,8%,,,2016
105845,239,121,118,-0.32,-0.58,-0.04,47.8,43.3,52.4,67%,26%,,,,18%,,,2016
105834,201,111,90,-0.26,-0.28,-0.23,44.7,43.7,46,50%,10%,,,,5%,,,2016
140055,209,111,98,-0.02,-0.05,0.01,50.4,49.9,50.9,54%,17%,,,,12%,,,2016
105861,10,10,0,-2.89,-2.89,,0.6,0.6,,0%,0%,,,,0%,,,2016
131379,3,,,,,,,,,,,,,,,,,2016
135753,1,,,,,,,,,,,,,,,,,2016
136257,6,3,3,,,,2.8,,,0%,0%,,,,0%,,,2016
135202,30,20,10,,,,,,,,,,,,,,,2016
140036,11,11,,,,,,,,,,,,,,,,2016
138418,147,77,70,-0.58,-0.71,-0.42,41.8,39,44.8,41%,16%,,,,8%,,,2016
131512,114,63,51,0,0.11,-0.13,48.6,49.6,47.4,61%,39%,,,,19%,,,2016
135168,18,18,,,,,18.5,18.5,,22%,0%,,,,0%,,,2016
136086,28,,28,,,,11.1,,11.1,0%,0%,,,,0%,,,2016
138698,49,,49,0.47,,0.47,55.2,,55.2,73%,35%,,,,27%,,,2016
105996,43,,43,,,,48.3,,48.3,81%,0%,,,,0%,,,2016
105992,44,19,25,,,,54,48.5,58.2,73%,39%,,,,32%,,,2016
105974,128,64,64,-0.43,-0.49,-0.36,45.3,44.8,45.9,29%,52%,,,,17%,,,2016
105982,114,59,55,0.14,0.02,0.27,49.2,48.7,49.7,61%,59%,,,,15%,,,2016
133351,132,71,61,-0.22,-0.34,-0.09,45.7,45.2,46.3,29%,37%,,,,7%,,,2016
105976,161,88,73,-0.94,-1.13,-0.72,42.1,38.9,46,44%,20%,,,,5%,,,2016
141968,17,,17,,,,51.5,,51.5,76%,35%,,,,35%,,,2016
105977,185,95,90,-0.26,-0.24,-0.27,48.9,47.2,50.7,57%,40%,,,,21%,,,2016
135661,91,44,47,-0.11,0.05,-0.25,46.3,43.7,48.8,52%,32%,,,,11%,,,2016
106004,7,0,7,,,,43.4,,43.4,43%,0%,,,,0%,,,2016
105989,215,96,119,-0.07,-0.11,-0.04,51.7,49,53.8,68%,62%,,,,30%,,,2016
105986,180,92,88,0.25,0.21,0.29,56.4,53.8,59.1,84%,68%,,,,53%,,,2016
135071,95,46,49,-0.42,-0.47,-0.38,43.1,42.5,43.7,45%,12%,,,,7%,,,2016
136987,130,53,77,-0.21,-0.4,-0.08,48.4,47.1,49.3,62%,64%,,,,22%,,,2016
142010,1,,,,,,,,,,,,,,,,,2016
105975,266,118,148,-0.37,-0.38,-0.36,50.2,48.9,51.1,60%,74%,,,,29%,,,2016
106010,8,6,2,,,,,,,,,,,,,,,2016
106011,20,14,6,-2.73,-3.15,-1.82,9.3,8.1,12,0%,0%,,,,0%,,,2016
138130,46,28,18,-1.6,-1.49,-1.79,7.7,10.3,3.5,0%,0%,,,,0%,,,2016
106139,260,127,133,-0.14,-0.29,0,52.5,50.4,54.5,72%,64%,,,,31%,,,2016
137843,288,131,157,0.5,0.44,0.55,58.7,57,60.1,81%,61%,,,,52%,,,2016
106157,163,79,84,,,,26.1,24.4,27.7,0%,0%,,,,0%,,,2016
134493,14,7,7,,,,62.9,64.5,61.4,93%,100%,,,,64%,,,2016
106143,153,73,80,-0.26,-0.2,-0.31,47.8,48.4,47.3,52%,33%,,,,23%,,,2016
137923,194,93,101,0.29,0.09,0.47,54,51.6,56.2,74%,25%,,,,18%,,,2016
106151,46,25,21,,,,50.5,48.2,53.2,76%,20%,,,,20%,,,2016
106141,284,157,127,-0.15,-0.2,-0.08,51.6,50,53.5,63%,38%,,,,26%,,,2016
106138,291,149,142,0.12,0.03,0.22,54.7,53.3,56.2,75%,71%,,,,42%,,,2016
135526,1,,,,,,,,,,,,,,,,,2016
106133,242,127,115,0.2,0.2,0.21,57.6,57.6,57.5,81%,67%,,,,48%,,,2016
137885,207,113,94,0.04,-0.06,0.17,48.8,47.4,50.6,52%,20%,,,,15%,,,2016
106144,125,59,66,-0.59,-0.85,-0.36,46.1,44.2,47.7,65%,10%,,,,6%,,,2016
106142,158,67,91,0.4,0.42,0.39,57.3,56.3,58.1,77%,62%,,,,47%,,,2016
135262,121,47,74,0.3,0.32,0.28,51,49.6,51.8,57%,22%,,,,14%,,,2016
106156,154,79,75,,,,38.9,37.2,40.8,18%,0%,,,,0%,,,2016
106135,211,110,101,0.26,0.17,0.35,53,51.2,54.8,66%,84%,,,,45%,,,2016
106136,227,122,105,-0.61,-0.9,-0.27,43.2,41,45.7,48%,11%,,,,6%,,,2016
131551,3,,,,,,,,,,,,,,,,,2016
106162,12,10,2,,,,4.9,,,0%,0%,,,,0%,,,2016
106172,35,25,10,-1.33,-1.39,-1.19,8.8,9.5,7,3%,0%,,,,0%,,,2016
106173,9,6,3,,,,,,,,,,,,,,,2016
134064,9,8,1,-3.45,,,3.9,,,0%,0%,,,,0%,,,2016
106150,13,12,1,,,,38.4,,,46%,8%,,,,0%,,,2016
106166,6,4,2,,,,,,,,,,,,,,,2016
142225,8,6,2,,,,1.3,,,0%,0%,,,,0%,,,2016
131889,11,10,1,-2.92,,,4.2,,,0%,0%,,,,0%,,,2016
134283,142,63,79,0.18,-0.02,0.34,52.4,50,54.3,76%,23%,,,,9%,,,2016
139735,145,56,89,-0.54,-0.78,-0.41,45.2,41.3,47.6,44%,8%,,,,5%,,,2016
106269,83,36,47,-0.37,-0.85,0.02,41.8,35.2,47,53%,12%,,,,6%,,,2016
136273,196,196,,0.02,0.02,,53.7,53.7,,81%,24%,,,,17%,,,2016
139294,137,60,77,-0.31,-0.53,-0.13,48.4,44.8,51.3,59%,10%,,,,7%,,,2016
135122,184,66,118,-0.03,0.05,-0.07,48,46.1,49,59%,12%,,,,3%,,,2016
135864,178,100,78,-0.13,-0.27,0.05,45.7,43.4,48.6,52%,17%,,,,14%,,,2016
136593,192,,192,0.05,,0.05,55.9,,55.9,78%,59%,,,,41%,,,2016
106268,176,77,99,-0.02,-0.23,0.14,48.7,46.6,50.4,71%,3%,,,,3%,,,2016
106267,163,89,74,-0.12,-0.24,0.03,50.3,48.1,53,60%,65%,,,,34%,,,2016
106266,150,65,85,-0.18,-0.41,-0.02,53.3,50.6,55.3,77%,44%,,,,33%,,,2016
135508,253,134,119,-0.52,-0.79,-0.22,41.8,39.3,44.7,38%,43%,,,,21%,,,2016
106270,150,72,78,0.05,0.02,0.08,52.9,50.7,55,71%,64%,,,,35%,,,2016
106271,152,72,80,-0.09,-0.04,-0.14,54.4,54.9,53.9,78%,60%,,,,48%,,,2016
106276,18,5,13,,,,47.7,,,44%,28%,,,,17%,,,2016
137020,158,158,,0.21,0.21,,55.1,55.1,,75%,9%,,,,5%,,,2016
106279,12,8,4,,,,,,,,,,,,,,,2016
130913,2,,,,,,,,,,,,,,,,,2016
106280,22,12,10,-1.81,-1.66,-1.95,1.1,1.7,0.5,0%,0%,,,,0%,,,2016
134469,10,0,10,,,,58.1,,58.1,60%,70%,,,,30%,,,2016
138614,165,98,67,-0.08,-0.07,-0.1,49.1,48.4,50.1,51%,47%,,,,22%,,,2016
136458,187,187,,0.38,0.38,,71.2,71.2,,99%,76%,,,,71%,,,2016
137289,176,,176,0.45,,0.45,73.2,,73.2,100%,98%,,,,95%,,,2016
138123,257,127,130,0.08,-0.06,0.21,51.3,48.7,53.8,65%,35%,,,,19%,,,2016
106376,190,82,108,0.54,0.49,0.57,55.4,54.6,56,74%,16%,,,,11%,,,2016
138124,55,26,29,-0.14,0.05,-0.31,46.4,48.5,44.5,65%,4%,,,,4%,,,2016
136965,141,,141,-0.05,,-0.05,50.4,,50.4,68%,21%,,,,16%,,,2016
138464,149,,149,0.47,,0.47,70.1,,70.1,99%,84%,,,,73%,,,2016
106365,44,23,21,-0.83,-0.99,-0.64,37.9,35.9,40.1,32%,2%,,,,0%,,,2016
106380,40,33,7,,,,46.8,46.2,49.7,48%,13%,,,,3%,,,2016
