URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
133773,42,20,22,0.1,105,69%,36%,3,Average,1.3,108,83%,48%,3,Average,1.8,106,81%,38%,2,Above Average,67%,19%,2018
138063,30,11,19,-1.5,102,73%,17%,3,Average,0.2,103,73%,7%,3,Average,-1.1,102,73%,7%,3,Average,57%,3%,2018
108507,28,18,10,3.4,107,82%,29%,1,Well Above Average,3.8,107,96%,25%,1,Well Above Average,2.5,105,82%,29%,2,Above Average,75%,11%,2018
119585,33,19,14,0.8,107,82%,45%,3,Average,0.2,108,85%,36%,3,Average,2,108,88%,39%,2,Above Average,79%,18%,2018
105524,57,28,29,1.6,108,86%,47%,3,Average,-0.3,113,95%,75%,3,Average,2.4,108,88%,47%,2,Above Average,74%,26%,2018
101333,60,33,27,0.2,109,88%,43%,3,Average,-1.7,110,90%,53%,4,Below Average,0.7,109,92%,42%,3,Average,80%,18%,2018
122490,32,11,21,0.3,106,81%,34%,3,Average,1,113,97%,69%,3,Average,3.8,110,100%,63%,1,Well Above Average,81%,19%,2018
110972,26,14,12,2.9,106,65%,27%,2,Above Average,-0.1,108,65%,35%,3,Average,3.1,105,62%,23%,2,Above Average,62%,4%,2018
144704,52,35,17,0.5,105,73%,33%,3,Average,-1.1,104,63%,27%,3,Average,-0.6,103,75%,15%,3,Average,58%,0%,2018
112675,33,18,15,3.7,107,82%,30%,1,Well Above Average,-0.9,109,85%,42%,3,Average,4.2,107,79%,42%,1,Well Above Average,67%,6%,2018
114498,15,8,7,0.8,104,80%,20%,3,Average,2.5,106,80%,27%,3,Average,0.2,102,87%,7%,3,Average,80%,0%,2018
139705,83,49,34,-0.5,102,63%,16%,3,Average,2.2,105,70%,34%,2,Above Average,0.1,102,63%,18%,3,Average,54%,5%,2018
100677,54,25,29,1.3,108,76%,44%,3,Average,-1.4,107,78%,35%,3,Average,-0.3,105,72%,33%,3,Average,63%,19%,2018
112412,32,16,16,-2.1,105,84%,16%,3,Average,-2.5,104,78%,13%,4,Below Average,-3.1,103,69%,13%,4,Below Average,53%,0%,2018
119493,7,3,4,1.4,108,86%,43%,3,Average,-0.3,106,86%,29%,3,Average,-5,101,57%,29%,5,Well Below Average,57%,14%,2018
131849,63,29,34,-1,104,75%,24%,3,Average,-2.7,104,67%,30%,5,Well Below Average,0.6,105,81%,22%,3,Average,67%,8%,2018
108776,30,13,17,-0.4,103,67%,17%,3,Average,1.3,105,70%,30%,3,Average,1.2,105,77%,27%,3,Average,57%,10%,2018
138972,88,47,41,1.9,104,73%,25%,2,Above Average,2.2,103,69%,14%,2,Above Average,1.7,103,75%,11%,2,Above Average,63%,5%,2018
102327,13,5,8,1.8,109,85%,38%,3,Average,-3.3,107,77%,31%,5,Well Below Average,0.6,107,92%,15%,3,Average,69%,15%,2018
114992,35,17,18,-0.8,106,83%,23%,3,Average,0.3,106,80%,31%,3,Average,-1.7,104,71%,26%,3,Average,63%,17%,2018
121486,8,4,4,-1.9,103,88%,13%,3,Average,-1,103,75%,25%,3,Average,-4,101,63%,0%,5,Well Below Average,63%,0%,2018
106217,30,15,15,1.3,105,73%,23%,3,Average,2,110,93%,60%,3,Average,2.4,105,87%,20%,2,Above Average,73%,10%,2018
112213,31,17,14,1.2,107,81%,42%,3,Average,-0.3,107,84%,42%,3,Average,1.7,106,77%,48%,3,Average,71%,13%,2018
101314,117,72,45,1.6,108,87%,41%,2,Above Average,1.4,108,82%,43%,2,Above Average,3.4,109,93%,43%,1,Well Above Average,80%,21%,2018
114499,11,5,6,-1.9,106,91%,27%,3,Average,-0.1,109,91%,45%,3,Average,1.8,108,100%,36%,3,Average,91%,18%,2018
140631,73,39,34,-0.6,102,66%,14%,,NOT AVAIL,1.2,103,64%,16%,,NOT AVAIL,-0.3,102,66%,15%,,NOT AVAIL,47%,5%,2018
110277,58,29,29,2.1,109,93%,48%,2,Above Average,2.4,109,93%,40%,2,Above Average,2.4,109,91%,53%,2,Above Average,86%,28%,2018
143188,59,27,32,-1,105,69%,36%,3,Average,-0.8,106,80%,31%,3,Average,-0.9,105,76%,31%,3,Average,64%,15%,2018
142062,86,52,34,-2.4,99,55%,13%,4,Below Average,-0.3,101,64%,19%,3,Average,-2.2,99,55%,8%,4,Below Average,42%,1%,2018
121147,16,8,8,4.9,112,100%,69%,1,Well Above Average,0.2,110,94%,50%,3,Average,5.3,112,100%,56%,1,Well Above Average,94%,25%,2018
138764,123,65,58,-0.2,107,84%,40%,3,Average,-1.1,109,85%,52%,4,Below Average,-1.2,105,80%,28%,4,Below Average,75%,16%,2018
101403,59,28,31,1.9,109,90%,44%,2,Above Average,-1,112,95%,69%,3,Average,1.4,108,88%,41%,3,Average,83%,15%,2018
102884,29,13,16,0.6,105,72%,31%,3,Average,3.4,109,79%,45%,1,Well Above Average,2.9,106,76%,31%,2,Above Average,69%,17%,2018
118245,23,11,12,-1.3,101,57%,13%,3,Average,-2.2,102,57%,17%,3,Average,-1.9,99,61%,17%,3,Average,43%,4%,2018
143602,17,7,10,1.2,107,82%,35%,3,Average,6.3,108,94%,47%,1,Well Above Average,0.7,106,82%,29%,3,Average,71%,18%,2018
114734,17,8,9,-1.9,107,88%,35%,3,Average,-1.9,106,88%,18%,3,Average,-2.5,105,82%,24%,3,Average,82%,12%,2018
142956,7,5,2,-1.2,105,86%,14%,3,Average,0.7,104,71%,14%,3,Average,-3.5,103,71%,0%,3,Average,71%,0%,2018
142839,8,4,4,-0.5,106,75%,38%,3,Average,0.2,106,75%,25%,3,Average,-1.5,104,75%,25%,3,Average,50%,13%,2018
141817,30,15,15,-0.4,105,73%,33%,3,Average,-0.3,106,83%,27%,3,Average,0.5,105,90%,20%,3,Average,70%,3%,2018
120216,33,19,14,2.2,104,73%,24%,2,Above Average,4.5,107,79%,36%,1,Well Above Average,3.7,105,91%,21%,1,Well Above Average,70%,15%,2018
104239,22,6,16,7.2,110,95%,50%,1,Well Above Average,2,110,91%,50%,3,Average,3.2,105,73%,32%,1,Well Above Average,68%,14%,2018
107332,27,11,16,-0.2,107,85%,41%,3,Average,-2.4,109,96%,48%,4,Below Average,-1.1,105,93%,22%,3,Average,74%,7%,2018
103437,60,32,28,3.7,106,82%,28%,1,Well Above Average,1.8,111,92%,62%,2,Above Average,5.3,107,93%,17%,1,Well Above Average,77%,7%,2018
109239,27,12,15,1.2,109,89%,56%,3,Average,-0.6,108,85%,48%,3,Average,-1.6,105,85%,26%,3,Average,85%,11%,2018
125203,59,22,37,1.3,108,86%,47%,3,Average,-2.9,111,88%,59%,5,Well Below Average,0.5,106,86%,32%,3,Average,69%,15%,2018
102770,47,21,26,3.7,108,85%,40%,1,Well Above Average,1.4,109,91%,49%,3,Average,4,107,89%,38%,1,Well Above Average,74%,15%,2018
115194,25,10,15,-1,106,88%,28%,3,Average,-0.9,106,80%,40%,3,Average,-1.4,105,80%,24%,3,Average,72%,8%,2018
119633,10,3,7,4.4,112,100%,80%,1,Well Above Average,-0.5,116,100%,90%,3,Average,-0.4,107,100%,40%,3,Average,90%,20%,2018
118853,61,33,28,0.3,107,84%,38%,3,Average,0.7,107,84%,36%,3,Average,-0.6,105,84%,31%,3,Average,74%,18%,2018
115198,29,15,14,3.1,110,100%,55%,1,Well Above Average,0.7,113,100%,72%,3,Average,5.6,112,100%,72%,1,Well Above Average,93%,24%,2018
108016,24,8,16,1,108,88%,42%,3,Average,1.1,112,96%,79%,3,Average,3.9,110,96%,58%,1,Well Above Average,88%,13%,2018
141818,30,15,15,2.6,110,97%,43%,2,Above Average,0.9,113,93%,67%,3,Average,3.1,110,93%,57%,2,Above Average,87%,23%,2018
114267,31,15,16,-0.9,107,81%,32%,3,Average,-1.7,106,81%,42%,3,Average,-1.2,105,77%,29%,3,Average,71%,13%,2018
143434,32,18,14,-0.2,108,88%,41%,3,Average,-2.3,109,84%,56%,4,Below Average,-0.8,106,88%,25%,3,Average,81%,16%,2018
123172,37,14,23,-1,105,89%,22%,3,Average,-2.5,108,81%,41%,4,Below Average,0.2,105,78%,27%,3,Average,59%,11%,2018
116402,64,35,29,2.1,108,81%,48%,2,Above Average,2,110,92%,52%,2,Above Average,2.4,108,83%,47%,2,Above Average,75%,30%,2018
134151,58,24,34,-1.2,106,79%,33%,3,Average,-1.6,107,81%,40%,4,Below Average,-1.3,105,79%,34%,3,Average,71%,17%,2018
144059,57,32,25,3.1,105,79%,30%,1,Well Above Average,3,108,82%,44%,1,Well Above Average,2.5,104,77%,19%,2,Above Average,65%,9%,2018
104650,109,48,61,-1.3,104,75%,25%,4,Below Average,0.8,109,84%,52%,3,Average,0.5,105,82%,29%,3,Average,67%,12%,2018
102143,86,41,45,-0.4,104,72%,24%,3,Average,-0.2,105,73%,29%,3,Average,-0.1,103,70%,20%,3,Average,57%,9%,2018
134598,38,23,15,1.5,105,84%,26%,3,Average,1.3,104,76%,26%,3,Average,1.1,104,84%,13%,3,Average,76%,5%,2018
142732,61,27,34,1.2,108,84%,46%,3,Average,-0.4,111,97%,56%,3,Average,2.7,108,89%,39%,2,Above Average,79%,18%,2018
100671,55,30,25,-0.5,105,76%,31%,3,Average,-1.1,104,69%,16%,3,Average,0,105,82%,25%,3,Average,73%,7%,2018
108025,31,14,17,1,102,68%,16%,3,Average,2.1,106,74%,32%,3,Average,3.9,104,68%,23%,1,Well Above Average,58%,6%,2018
100494,35,17,18,0.7,106,77%,43%,3,Average,1.3,109,86%,63%,3,Average,0.9,105,83%,17%,3,Average,74%,9%,2018
126046,57,23,34,-0.3,105,79%,25%,3,Average,-1.7,107,93%,37%,4,Below Average,1.2,106,91%,25%,3,Average,72%,5%,2018
132810,30,13,17,1.6,108,90%,47%,3,Average,1.4,109,97%,37%,3,Average,2,107,97%,30%,2,Above Average,87%,23%,2018
105529,29,16,13,-0.3,105,72%,31%,3,Average,-0.9,107,79%,31%,3,Average,1.5,107,86%,24%,3,Average,72%,7%,2018
100826,56,25,31,-0.1,104,70%,20%,3,Average,2,108,80%,50%,2,Above Average,-0.5,103,79%,18%,3,Average,63%,9%,2018
110627,18,14,4,-2.1,102,67%,22%,3,Average,-2.4,101,61%,6%,3,Average,-5.8,97,44%,0%,5,Well Below Average,33%,0%,2018
119526,8,4,4,4.4,110,100%,63%,1,Well Above Average,4.4,114,100%,88%,1,Well Above Average,3.8,109,88%,75%,3,Average,88%,63%,2018
113450,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
116172,34,16,18,1.4,103,56%,9%,3,Average,5.4,101,74%,9%,1,Well Above Average,0.1,100,41%,0%,3,Average,38%,0%,2018
120556,37,16,21,-0.1,105,70%,27%,3,Average,1.5,104,76%,30%,3,Average,-0.7,103,78%,22%,3,Average,70%,11%,2018
120444,13,6,7,0.5,103,77%,15%,3,Average,2.4,103,62%,15%,3,Average,2.6,105,69%,23%,3,Average,69%,8%,2018
119944,30,13,17,0.7,107,87%,40%,3,Average,-1.1,107,87%,43%,3,Average,-0.6,105,90%,23%,3,Average,83%,17%,2018
101520,28,14,14,-0.7,103,57%,18%,3,Average,0.7,106,75%,32%,3,Average,-2.1,101,64%,18%,3,Average,54%,4%,2018
116392,68,38,30,-1.1,106,84%,19%,3,Average,2.3,104,78%,19%,2,Above Average,-1.7,104,85%,13%,4,Below Average,76%,7%,2018
123473,47,24,23,-1.9,101,55%,26%,4,Below Average,2.2,104,68%,32%,2,Above Average,0.2,102,64%,32%,3,Average,47%,19%,2018
138186,153,84,69,-2.3,103,63%,29%,,NOT AVAIL,-2.2,103,61%,27%,,NOT AVAIL,-4.3,100,59%,13%,,NOT AVAIL,51%,8%,2018
139525,44,25,19,0.7,105,82%,20%,3,Average,-0.1,105,82%,18%,3,Average,0,104,75%,9%,3,Average,70%,7%,2018
102982,89,42,47,2,109,92%,46%,2,Above Average,0.2,111,85%,61%,3,Average,1.5,107,84%,29%,2,Above Average,79%,16%,2018
123129,9,5,4,-1.3,106,67%,22%,3,Average,-1.9,108,67%,44%,3,Average,-2.8,104,67%,33%,3,Average,56%,22%,2018
138912,27,16,11,-0.7,105,78%,26%,3,Average,-1.8,107,81%,37%,3,Average,-1.9,103,74%,11%,3,Average,56%,7%,2018
132152,61,28,33,1.5,106,80%,34%,3,Average,0.5,106,77%,36%,3,Average,1.4,106,80%,28%,3,Average,70%,15%,2018
124986,27,10,17,1.1,105,78%,22%,3,Average,1.8,103,59%,15%,3,Average,0.5,104,78%,11%,3,Average,67%,11%,2018
139931,25,13,12,-3.8,99,32%,8%,5,Well Below Average,1.6,100,36%,8%,3,Average,-1.1,102,48%,4%,3,Average,28%,0%,2018
108253,36,19,17,2.3,107,83%,44%,2,Above Average,0,109,81%,61%,3,Average,2.3,107,81%,47%,2,Above Average,72%,17%,2018
145406,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
101937,107,52,55,-1.2,104,76%,18%,3,Average,1.8,107,81%,40%,2,Above Average,0.6,105,86%,21%,3,Average,71%,7%,2018
144339,24,14,10,2,107,83%,42%,3,Average,-0.2,106,79%,33%,3,Average,0.3,105,75%,21%,3,Average,67%,4%,2018
121368,28,12,16,0.8,106,82%,29%,3,Average,0.2,106,71%,43%,3,Average,-0.8,104,79%,7%,3,Average,75%,4%,2018
140687,104,56,48,-2.8,103,62%,18%,4,Below Average,-0.9,107,84%,38%,3,Average,-2.2,103,72%,15%,4,Below Average,54%,7%,2018
104045,91,47,44,-0.8,108,90%,47%,3,Average,-2,109,87%,48%,4,Below Average,-1.7,107,80%,37%,4,Below Average,70%,24%,2018
111299,30,14,16,1.5,107,87%,23%,3,Average,-0.6,109,90%,50%,3,Average,0.6,105,83%,13%,3,Average,70%,3%,2018
104344,61,27,34,3.9,109,77%,38%,1,Well Above Average,0.6,109,85%,36%,3,Average,0.3,104,80%,15%,3,Average,62%,8%,2018
111360,24,13,11,-1.7,106,83%,25%,3,Average,-2.6,106,92%,29%,4,Below Average,-1.9,105,75%,4%,3,Average,75%,0%,2018
117996,19,5,14,-0.6,109,95%,37%,3,Average,3.2,112,95%,68%,1,Well Above Average,1,109,100%,58%,3,Average,95%,32%,2018
121523,6,5,1,,103,83%,17%,,NOT AVAIL,,100,50%,17%,,NOT AVAIL,,102,83%,0%,,NOT AVAIL,50%,0%,2018
119404,16,10,6,-0.4,104,75%,25%,3,Average,-1.5,105,69%,44%,3,Average,-4.1,99,56%,25%,5,Well Below Average,50%,6%,2018
140152,17,10,7,-1.7,103,71%,6%,3,Average,-1,104,82%,12%,3,Average,-0.1,104,76%,24%,3,Average,53%,0%,2018
138887,48,30,18,-3.5,99,58%,13%,5,Well Below Average,-4.8,99,50%,10%,5,Well Below Average,-3.3,100,50%,10%,5,Well Below Average,40%,4%,2018
146413,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
112404,10,7,3,1.9,108,100%,50%,3,Average,2.4,111,100%,50%,3,Average,0.9,106,100%,20%,3,Average,100%,10%,2018
107642,47,22,25,1,104,74%,19%,3,Average,3.7,109,96%,47%,1,Well Above Average,2.1,104,85%,19%,2,Above Average,70%,9%,2018
105199,21,11,10,0.1,102,43%,24%,3,Average,-0.3,104,67%,29%,3,Average,-0.9,102,57%,0%,3,Average,33%,0%,2018
111252,27,13,14,0.2,105,70%,30%,3,Average,1.5,105,74%,30%,3,Average,-2,102,74%,19%,3,Average,63%,15%,2018
137977,41,25,16,-1.5,103,66%,15%,3,Average,0.5,105,76%,20%,3,Average,-1.5,102,61%,17%,3,Average,54%,5%,2018
108356,27,16,11,0.5,106,81%,37%,3,Average,-0.4,106,89%,30%,3,Average,-1,104,85%,11%,3,Average,78%,4%,2018
139888,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
140301,24,12,12,-1.3,105,75%,25%,3,Average,0.4,105,75%,29%,3,Average,-1.1,104,75%,25%,3,Average,71%,13%,2018
117348,60,24,36,-2.5,104,72%,23%,4,Below Average,-2.2,104,77%,20%,4,Below Average,-3.4,102,68%,12%,5,Well Below Average,52%,7%,2018
142985,60,34,26,1.5,108,88%,43%,3,Average,-0.3,110,93%,58%,3,Average,0.8,107,82%,32%,3,Average,77%,12%,2018
135009,59,28,31,-0.1,104,71%,20%,3,Average,-0.5,105,75%,25%,3,Average,-0.2,103,76%,12%,3,Average,66%,5%,2018
121453,11,3,8,3.5,102,73%,18%,3,Average,7.6,105,82%,27%,1,Well Above Average,-3.1,97,55%,0%,3,Average,45%,0%,2018
117324,29,12,17,-2,105,72%,24%,3,Average,-0.8,105,72%,34%,3,Average,-2.5,104,69%,21%,4,Below Average,59%,10%,2018
119535,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
115667,59,32,27,1.2,109,95%,46%,3,Average,1,110,95%,56%,3,Average,1.3,108,92%,46%,3,Average,86%,24%,2018
143847,46,22,24,-1.6,99,50%,11%,3,Average,-0.5,101,59%,13%,3,Average,-2.6,98,37%,9%,4,Below Average,28%,2%,2018
141077,20,8,12,-1.8,106,85%,35%,3,Average,0.4,107,80%,40%,3,Average,-0.3,107,95%,35%,3,Average,85%,20%,2018
117872,25,8,17,-1.9,105,84%,16%,3,Average,-1.5,106,84%,40%,3,Average,-1.4,105,80%,24%,3,Average,80%,0%,2018
116702,61,30,31,3.7,109,93%,44%,1,Well Above Average,2,110,92%,56%,2,Above Average,3.6,108,93%,39%,1,Well Above Average,89%,15%,2018
137108,88,52,36,-0.4,105,76%,27%,3,Average,4.3,111,94%,59%,1,Well Above Average,3.2,108,91%,41%,1,Well Above Average,73%,20%,2018
107483,50,28,22,-3.7,99,50%,6%,5,Well Below Average,-5.2,102,64%,14%,5,Well Below Average,-0.5,102,62%,8%,3,Average,38%,0%,2018
125918,60,24,36,4.5,109,88%,50%,1,Well Above Average,0.5,108,87%,43%,3,Average,3.5,107,85%,35%,1,Well Above Average,67%,8%,2018
118623,12,9,3,-1.9,98,50%,8%,3,Average,4.5,101,58%,0%,1,Well Above Average,-0.2,99,58%,8%,3,Average,50%,0%,2018
143874,13,9,4,1.9,108,100%,31%,3,Average,0.8,104,77%,15%,3,Average,-2.8,103,92%,0%,3,Average,92%,0%,2018
121293,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
121333,18,8,10,0.6,107,94%,33%,3,Average,-2.2,106,89%,22%,3,Average,-1.5,104,83%,17%,3,Average,72%,0%,2018
122589,61,36,25,-0.8,103,70%,20%,3,Average,-0.4,105,75%,34%,3,Average,0.2,103,74%,16%,3,Average,62%,7%,2018
116164,91,56,35,-3.9,103,71%,18%,5,Well Below Average,-3.3,103,74%,14%,5,Well Below Average,-3,103,76%,10%,4,Below Average,64%,3%,2018
112256,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
142950,29,16,13,1,105,79%,38%,3,Average,1.2,108,86%,41%,3,Average,2.8,107,90%,45%,2,Above Average,72%,14%,2018
116334,58,28,30,1,101,59%,19%,3,Average,3.4,102,64%,14%,1,Well Above Average,-0.6,99,57%,9%,3,Average,48%,3%,2018
141291,30,18,12,-2.4,102,57%,10%,4,Below Average,-4.7,102,57%,17%,5,Well Below Average,-3.6,100,50%,10%,5,Well Below Average,40%,3%,2018
111137,29,13,16,0.7,106,86%,31%,3,Average,-0.4,109,83%,55%,3,Average,1.1,106,83%,31%,3,Average,83%,7%,2018
104782,70,38,32,1.4,105,81%,24%,3,Average,0.3,105,77%,31%,3,Average,0.8,104,73%,17%,3,Average,63%,1%,2018
120457,8,6,2,0.5,103,63%,13%,3,Average,-1.3,102,63%,13%,3,Average,-4.6,97,63%,0%,5,Well Below Average,25%,0%,2018
114913,58,27,31,-2.5,105,74%,21%,4,Below Average,-0.5,102,60%,10%,3,Average,-3.6,103,72%,17%,5,Well Below Average,60%,9%,2018
142974,180,80,100,1.5,109,91%,47%,2,Above Average,0.4,108,84%,43%,3,Average,1.8,108,89%,43%,2,Above Average,79%,28%,2018
116776,15,5,10,-2.7,103,67%,13%,3,Average,-0.8,108,87%,53%,3,Average,-0.8,104,73%,20%,3,Average,60%,0%,2018
144350,64,28,36,1.1,104,72%,19%,3,Average,2.4,106,83%,30%,2,Above Average,0.3,103,69%,16%,3,Average,58%,6%,2018
106418,30,20,10,-0.8,100,57%,7%,3,Average,-0.3,102,67%,17%,3,Average,-0.9,99,53%,3%,3,Average,43%,0%,2018
100255,30,12,18,0.2,105,90%,27%,3,Average,0.8,103,77%,20%,3,Average,0.6,105,90%,23%,3,Average,80%,10%,2018
144668,84,50,34,1.6,106,88%,29%,2,Above Average,2.8,108,90%,38%,1,Well Above Average,1.8,106,85%,31%,2,Above Average,80%,12%,2018
101024,41,18,23,3.9,107,80%,37%,1,Well Above Average,1.4,107,80%,41%,3,Average,3.6,106,88%,22%,1,Well Above Average,73%,2%,2018
113106,31,16,15,1.7,111,97%,55%,3,Average,-1.5,110,94%,52%,3,Average,0.1,108,100%,42%,3,Average,90%,16%,2018
124072,45,20,25,0.4,105,78%,24%,3,Average,0.7,107,84%,38%,3,Average,0.9,105,80%,20%,3,Average,73%,9%,2018
117366,45,21,24,-1.8,104,71%,27%,3,Average,-2.8,105,71%,31%,5,Well Below Average,-4,101,64%,11%,5,Well Below Average,53%,4%,2018
126012,22,17,5,1.7,106,82%,45%,3,Average,0.8,101,59%,9%,3,Average,-3.8,101,64%,9%,5,Well Below Average,59%,5%,2018
114921,10,4,6,-2.5,104,70%,10%,3,Average,1.7,108,90%,30%,3,Average,-0.6,106,80%,20%,3,Average,70%,0%,2018
123696,12,6,6,0.7,106,67%,42%,3,Average,-1.6,104,67%,25%,3,Average,-2.6,101,58%,8%,3,Average,50%,8%,2018
131203,77,44,33,3.2,109,94%,48%,1,Well Above Average,2.9,111,96%,62%,1,Well Above Average,4.8,109,94%,55%,1,Well Above Average,88%,25%,2018
114968,57,29,28,-1.1,104,72%,18%,3,Average,0.5,106,74%,25%,3,Average,-0.8,104,67%,16%,3,Average,60%,12%,2018
144398,53,33,20,0.7,104,74%,25%,3,Average,2.2,103,70%,21%,2,Above Average,1.8,105,77%,30%,2,Above Average,62%,11%,2018
130948,10,4,6,0.1,107,90%,30%,3,Average,0.6,108,100%,50%,3,Average,0.6,106,100%,20%,3,Average,80%,20%,2018
105023,39,19,20,0.2,108,95%,36%,3,Average,-0.2,108,90%,44%,3,Average,-1,106,87%,28%,3,Average,82%,13%,2018
105062,67,34,33,2.9,109,96%,39%,2,Above Average,1.9,109,91%,43%,2,Above Average,1,106,88%,36%,3,Average,82%,15%,2018
112888,17,6,11,3.2,109,94%,41%,1,Well Above Average,4.6,106,82%,29%,1,Well Above Average,1.9,106,88%,18%,3,Average,88%,12%,2018
142753,128,61,67,0.2,108,84%,45%,3,Average,2.8,111,86%,62%,1,Well Above Average,-0.2,107,87%,31%,3,Average,79%,19%,2018
102216,88,57,31,1.4,108,82%,42%,2,Above Average,0.1,109,91%,49%,3,Average,2.8,108,92%,48%,2,Above Average,76%,11%,2018
139546,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
141168,25,10,15,-1,100,60%,12%,3,Average,0.9,101,68%,12%,3,Average,-0.4,100,60%,12%,3,Average,48%,8%,2018
138737,33,15,18,0.8,106,76%,30%,3,Average,-2.1,105,76%,21%,4,Below Average,-2.9,103,48%,15%,4,Below Average,39%,12%,2018
140460,31,20,11,-0.5,104,77%,23%,3,Average,0.6,105,84%,32%,3,Average,-0.6,103,87%,10%,3,Average,74%,6%,2018
106917,18,6,12,-4,99,44%,11%,5,Well Below Average,1.2,101,56%,6%,3,Average,-3.6,99,50%,0%,5,Well Below Average,44%,0%,2018
116322,13,7,6,1.8,108,100%,31%,3,Average,-0.8,107,92%,54%,3,Average,1.8,106,85%,23%,3,Average,77%,0%,2018
118438,60,32,28,3.4,107,82%,32%,1,Well Above Average,3,110,82%,57%,1,Well Above Average,6.4,110,92%,45%,1,Well Above Average,82%,20%,2018
123804,49,27,22,-0.9,104,78%,27%,3,Average,0.3,105,73%,31%,3,Average,-1.5,103,76%,14%,3,Average,63%,10%,2018
113861,51,21,30,-2.3,103,69%,18%,,NOT AVAIL,-0.6,103,67%,24%,,NOT AVAIL,-3.9,100,61%,6%,,NOT AVAIL,49%,0%,2018
139729,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
123050,29,12,17,2.8,109,90%,55%,2,Above Average,-2.3,109,90%,55%,4,Below Average,1.2,107,90%,34%,3,Average,69%,10%,2018
104522,90,53,37,-1.9,106,86%,26%,4,Below Average,-1.6,108,83%,43%,4,Below Average,-1.2,106,81%,24%,4,Below Average,71%,8%,2018
137042,57,24,33,-1,104,79%,25%,3,Average,1.9,105,84%,26%,2,Above Average,0.4,105,84%,23%,3,Average,77%,16%,2018
144885,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
126016,110,56,54,-0.4,106,82%,31%,3,Average,-1.8,105,80%,28%,4,Below Average,-1.3,104,76%,24%,4,Below Average,68%,12%,2018
141717,45,24,21,-0.3,106,80%,24%,3,Average,1.8,106,78%,31%,2,Above Average,-1.6,104,76%,27%,3,Average,71%,16%,2018
131153,32,17,15,0.1,102,63%,9%,3,Average,2.7,106,78%,31%,1,Well Above Average,0.1,101,69%,9%,3,Average,56%,3%,2018
114004,9,6,3,1.3,104,78%,33%,3,Average,0.2,109,89%,44%,3,Average,7.7,109,100%,33%,1,Well Above Average,67%,11%,2018
120828,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
135283,29,14,15,0.3,105,86%,10%,3,Average,-0.4,104,76%,10%,3,Average,-1.5,103,83%,3%,3,Average,62%,3%,2018
131699,27,12,15,0,104,67%,22%,3,Average,1.7,106,74%,30%,3,Average,1.1,104,70%,30%,3,Average,59%,22%,2018
111275,27,14,13,0.1,103,67%,26%,3,Average,1.3,102,74%,7%,3,Average,-0.6,102,81%,4%,3,Average,59%,4%,2018
121478,7,4,3,-1.6,106,71%,29%,3,Average,3.6,105,71%,14%,3,Average,-3.6,102,71%,29%,3,Average,71%,0%,2018
103388,60,24,36,2,109,90%,53%,2,Above Average,1.1,112,95%,58%,3,Average,3.1,109,97%,50%,2,Above Average,90%,22%,2018
110803,8,7,1,0.6,109,100%,38%,3,Average,-2.7,104,63%,25%,3,Average,2.1,109,88%,50%,3,Average,63%,25%,2018
114839,88,47,41,0.4,105,75%,26%,3,Average,0.4,107,86%,35%,3,Average,0.8,104,83%,18%,3,Average,65%,11%,2018
115175,21,9,12,0.8,108,86%,48%,3,Average,-1.9,109,76%,57%,3,Average,-0.8,106,76%,33%,3,Average,76%,14%,2018
117990,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
105785,56,40,16,1.2,104,80%,16%,3,Average,2.7,107,89%,30%,1,Well Above Average,4,107,89%,27%,1,Well Above Average,71%,9%,2018
118657,16,7,9,-2.2,103,63%,13%,3,Average,-0.5,104,69%,31%,3,Average,-6.5,98,50%,0%,5,Well Below Average,44%,0%,2018
119415,15,9,6,1.3,106,87%,27%,3,Average,2.7,106,87%,40%,3,Average,-1,103,80%,13%,3,Average,73%,0%,2018
